"ID_pola_ciasto","ID_ciasta","ID_surowca","Ilosc_surowca","Nazwa_Ciasta","Nr_receptury","Data_zatwierdzenia","Wersja","ID_typskladnika"
38074,184,8,15.70,"Ciasto kruche do tart- SPODY","284",27.2.2023 00:00:00,36,1
38075,184,43,8.50,"Ciasto kruche do tart- SPODY","284",27.2.2023 00:00:00,36,1
38076,184,242,25.00,"Ciasto kruche do tart- SPODY","284",27.2.2023 00:00:00,36,1
38077,184,31,0.50,"Ciasto kruche do tart- SPODY","284",27.2.2023 00:00:00,36,1
38078,184,22,63.00,"Ciasto kruche do tart- SPODY","284",27.2.2023 00:00:00,36,1
38606,203,8,37.00,"Biszkopt żółty","298",9.9.2021 00:00:00,13,1
38607,203,19,19.00,"Biszkopt żółty","298",9.9.2021 00:00:00,13,1
38608,203,43,19.00,"Biszkopt żółty","298",9.9.2021 00:00:00,13,1
38609,203,12,2.00,"Biszkopt żółty","298",9.9.2021 00:00:00,13,1
38610,203,38,4.70,"Biszkopt żółty","298",9.9.2021 00:00:00,13,1
38611,203,24,2.70,"Biszkopt żółty","298",9.9.2021 00:00:00,13,1
38612,203,31,2.70,"Biszkopt żółty","298",9.9.2021 00:00:00,13,1
38613,203,29,2.00,"Biszkopt żółty","298",9.9.2021 00:00:00,13,1
38614,203,11,1.60,"Biszkopt żółty","298",9.9.2021 00:00:00,13,1
38615,203,242,1.40,"Biszkopt żółty","298",9.9.2021 00:00:00,13,1
38616,203,34,0.25,"Biszkopt żółty","298",9.9.2021 00:00:00,13,1
38617,203,36,0.90,"Biszkopt żółty","298",9.9.2021 00:00:00,13,1
38618,203,128,2.70,"Biszkopt żółty","298",9.9.2021 00:00:00,13,1
38619,203,23,48.00,"Biszkopt żółty","298",9.9.2021 00:00:00,13,1
38620,203,8,37.00,"Biszkopt żółty","298",9.9.2021 00:00:00,14,1
38621,203,19,19.00,"Biszkopt żółty","298",9.9.2021 00:00:00,14,1
38622,203,43,19.00,"Biszkopt żółty","298",9.9.2021 00:00:00,14,1
38623,203,12,2.00,"Biszkopt żółty","298",9.9.2021 00:00:00,14,1
38624,203,38,4.70,"Biszkopt żółty","298",9.9.2021 00:00:00,14,1
38625,203,24,2.70,"Biszkopt żółty","298",9.9.2021 00:00:00,14,1
38626,203,31,2.70,"Biszkopt żółty","298",9.9.2021 00:00:00,14,1
38627,203,29,2.00,"Biszkopt żółty","298",9.9.2021 00:00:00,14,1
38628,203,11,1.60,"Biszkopt żółty","298",9.9.2021 00:00:00,14,1
38629,203,242,1.40,"Biszkopt żółty","298",9.9.2021 00:00:00,14,1
38630,203,34,0.25,"Biszkopt żółty","298",9.9.2021 00:00:00,14,1
38631,203,36,0.90,"Biszkopt żółty","298",9.9.2021 00:00:00,14,1
38632,203,128,2.70,"Biszkopt żółty","298",9.9.2021 00:00:00,14,1
38633,203,23,48.00,"Biszkopt żółty","298",9.9.2021 00:00:00,14,1
38634,203,8,37.00,"Biszkopt żółty","298",9.9.2021 00:00:00,15,1
38635,203,19,19.00,"Biszkopt żółty","298",9.9.2021 00:00:00,15,1
38636,203,43,19.00,"Biszkopt żółty","298",9.9.2021 00:00:00,15,1
38637,203,12,2.00,"Biszkopt żółty","298",9.9.2021 00:00:00,15,1
38638,203,38,4.70,"Biszkopt żółty","298",9.9.2021 00:00:00,15,1
38639,203,24,2.70,"Biszkopt żółty","298",9.9.2021 00:00:00,15,1
38640,203,31,2.70,"Biszkopt żółty","298",9.9.2021 00:00:00,15,1
38641,203,29,2.00,"Biszkopt żółty","298",9.9.2021 00:00:00,15,1
38642,203,11,1.60,"Biszkopt żółty","298",9.9.2021 00:00:00,15,1
38643,203,242,1.40,"Biszkopt żółty","298",9.9.2021 00:00:00,15,1
38644,203,34,0.25,"Biszkopt żółty","298",9.9.2021 00:00:00,15,1
38645,203,36,0.90,"Biszkopt żółty","298",9.9.2021 00:00:00,15,1
38646,203,128,2.70,"Biszkopt żółty","298",9.9.2021 00:00:00,15,1
38647,203,23,48.00,"Biszkopt żółty","298",9.9.2021 00:00:00,15,1
38648,203,8,37.00,"Biszkopt żółty","298",9.9.2021 00:00:00,16,1
38649,203,19,19.00,"Biszkopt żółty","298",9.9.2021 00:00:00,16,1
38650,203,43,19.00,"Biszkopt żółty","298",9.9.2021 00:00:00,16,1
38651,203,12,2.00,"Biszkopt żółty","298",9.9.2021 00:00:00,16,1
38652,203,38,4.70,"Biszkopt żółty","298",9.9.2021 00:00:00,16,1
38653,203,24,2.70,"Biszkopt żółty","298",9.9.2021 00:00:00,16,1
38654,203,31,2.70,"Biszkopt żółty","298",9.9.2021 00:00:00,16,1
38655,203,29,2.00,"Biszkopt żółty","298",9.9.2021 00:00:00,16,1
38656,203,11,1.60,"Biszkopt żółty","298",9.9.2021 00:00:00,16,1
38657,203,242,1.40,"Biszkopt żółty","298",9.9.2021 00:00:00,16,1
38658,203,34,0.25,"Biszkopt żółty","298",9.9.2021 00:00:00,16,1
38659,203,36,0.90,"Biszkopt żółty","298",9.9.2021 00:00:00,16,1
38660,203,128,2.70,"Biszkopt żółty","298",9.9.2021 00:00:00,16,1
38661,203,23,48.00,"Biszkopt żółty","298",9.9.2021 00:00:00,16,1
38928,210,8,25.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,22,1
38929,210,153,21.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,22,1
38930,210,43,25.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,22,1
38931,210,12,5.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,22,1
38932,210,38,15.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,22,1
38933,210,31,2.60,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,22,1
38934,210,29,1.50,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,22,1
38935,210,11,1.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,22,1
38936,210,242,2.50,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,22,1
38937,210,34,0.20,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,22,1
38938,210,15,5.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,22,1
38939,210,24,6.30,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,22,1
38940,210,33,1.50,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,22,1
38941,210,23,32.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,22,1
38942,210,8,25.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,23,1
38943,210,153,21.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,23,1
38944,210,43,25.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,23,1
38945,210,12,5.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,23,1
38946,210,38,15.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,23,1
38947,210,31,2.60,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,23,1
38948,210,29,1.50,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,23,1
38949,210,11,1.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,23,1
38950,210,242,2.50,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,23,1
38951,210,34,0.20,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,23,1
38952,210,15,5.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,23,1
38953,210,24,6.30,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,23,1
38954,210,33,1.50,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,23,1
38955,210,23,32.00,"Biszkopt czekoladowy","306",4.10.2022 00:00:00,23,1
39563,287,651,18.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39564,287,806,25.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39565,287,19,18.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39566,287,34,0.18,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39567,287,43,11.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39568,287,38,6.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39569,287,12,8.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39570,287,808,19.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39571,287,29,0.09,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39572,287,807,0.18,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39573,287,36,1.10,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39574,287,766,90.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39575,287,321,5.50,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39576,287,440,19.50,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39577,287,156,0.08,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,22,1
39578,287,651,18.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39579,287,806,25.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39580,287,19,18.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39581,287,34,0.18,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39582,287,43,11.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39583,287,38,6.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39584,287,12,8.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39585,287,808,19.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39586,287,29,0.09,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39587,287,807,0.18,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39588,287,36,1.10,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39589,287,766,90.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39590,287,321,5.50,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39591,287,440,19.50,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39592,287,156,0.08,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,23,1
39593,287,651,18.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39594,287,806,25.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39595,287,19,18.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39596,287,34,0.18,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39597,287,43,11.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39598,287,38,6.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39599,287,12,8.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39600,287,808,19.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39601,287,29,0.09,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39602,287,807,0.18,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39603,287,36,1.10,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39604,287,766,90.00,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39605,287,321,5.50,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39606,287,440,19.50,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39607,287,156,0.08,"Iceland Standard Fruit Cake Palm Free 2021","488",19.7.2021 00:00:00,24,1
39608,287,651,18.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39609,287,806,25.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39610,287,19,18.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39611,287,34,0.18,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39612,287,43,11.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39613,287,38,6.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39614,287,12,8.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39615,287,808,19.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39616,287,29,0.09,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39617,287,807,0.18,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39618,287,36,1.10,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39619,287,766,90.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39620,287,321,5.50,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39621,287,440,19.50,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39622,287,156,0.08,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,25,1
39623,287,651,18.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39624,287,806,25.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39625,287,19,18.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39626,287,34,0.18,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39627,287,43,11.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39628,287,38,6.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39629,287,12,8.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39630,287,808,19.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39631,287,29,0.09,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39632,287,852,0.18,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39633,287,36,1.10,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39634,287,766,90.00,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39635,287,321,5.50,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39636,287,440,19.50,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39637,287,156,0.08,"Iceland Standard Fruit Cake Palm Free 2022","488",19.7.2021 00:00:00,26,1
39638,287,651,18.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39639,287,806,25.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39640,287,19,18.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39641,287,34,0.18,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39642,287,43,11.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39643,287,38,6.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39644,287,12,8.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39645,287,808,19.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39646,287,29,0.09,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39647,287,852,0.18,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39648,287,36,1.10,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39649,287,766,90.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39650,287,321,5.50,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39651,287,440,19.50,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39652,287,156,0.08,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,27,1
39653,287,651,18.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39654,287,806,25.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39655,287,19,18.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39656,287,34,0.18,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39657,287,43,11.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39658,287,38,6.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39659,287,12,8.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39660,287,808,19.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39661,287,29,0.09,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39662,287,337,0.18,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39663,287,36,1.10,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39664,287,766,90.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39665,287,321,5.50,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39666,287,440,19.50,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39667,287,156,0.08,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,28,1
39668,287,873,18.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39669,287,806,25.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39670,287,19,18.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39671,287,34,0.18,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39672,287,43,11.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39673,287,38,6.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39674,287,12,8.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39675,287,808,19.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39676,287,29,0.09,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39677,287,337,0.18,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39678,287,36,1.10,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39679,287,766,90.00,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39680,287,321,5.50,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39681,287,440,19.50,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39682,287,156,0.08,"Iceland Standard Fruit Cake Palm Free 2023","488",19.7.2021 00:00:00,29,1
39683,287,873,18.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39684,287,806,25.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39685,287,19,18.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39686,287,34,0.18,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39687,287,43,11.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39688,287,38,6.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39689,287,12,8.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39690,287,808,19.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39691,287,29,0.09,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39692,287,337,0.18,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39693,287,36,1.10,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39694,287,766,90.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39695,287,321,5.50,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39696,287,440,19.50,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39697,287,156,0.08,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,30,1
39698,287,873,18.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39699,287,806,25.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39700,287,19,18.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39701,287,34,0.18,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39702,287,43,11.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39703,287,38,6.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39704,287,12,8.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39705,287,808,19.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39706,287,29,0.09,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39707,287,337,0.18,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39708,287,36,1.10,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39709,287,766,90.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39710,287,321,5.50,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39711,287,440,19.50,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39712,287,156,0.08,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,31,1
39713,287,873,18.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
39714,287,806,25.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
39715,287,19,18.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
39716,287,34,0.18,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
39717,287,43,11.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
39718,287,38,6.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
39719,287,12,8.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
39720,287,808,19.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
39721,287,29,0.09,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
39722,287,337,0.18,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
39723,287,36,1.10,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
39724,287,766,90.00,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
39725,287,321,5.50,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
39726,287,440,19.50,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
39727,287,156,0.08,"Iceland Standard Fruit Cake Palm Free 2023","488",17.7.2023 00:00:00,32,1
40058,286,78,8.50,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40059,286,806,20.00,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40060,286,19,19.00,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40061,286,34,0.18,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40062,286,38,6.00,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40063,286,12,5.50,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40064,286,808,20.00,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40065,286,29,0.09,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40066,286,807,0.18,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40067,286,36,1.10,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40068,286,766,71.00,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40069,286,290,16.00,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40070,286,321,5.50,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40071,286,299,19.00,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40072,286,43,8.00,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40073,286,156,0.08,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40074,286,797,0.90,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40075,286,322,8.00,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40076,286,651,8.00,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,22,1
40077,286,78,8.50,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,23,1
40078,286,806,20.00,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,23,1
40079,286,19,19.00,"Iceland Luxury Fruit Cake Palm Free 2021","489",19.7.2021 00:00:00,23,1
