"ID_pola_ciasto","ID_ciasta","ID_surowca","Ilosc_surowca","Nazwa_Ciasta","Nr_receptury","Data_zatwierdzenia","Wersja","ID_typskladnika"
44552,431,21,3.70,"Lidl Luxury Fruit Cake 2022","685",15.4.2022 00:00:00,8,1
44553,431,43,6.50,"Lidl Luxury Fruit Cake 2022","685",15.4.2022 00:00:00,8,1
44554,431,322,8.50,"Lidl Luxury Fruit Cake 2022","685",15.4.2022 00:00:00,8,1
44555,431,156,0.17,"Lidl Luxury Fruit Cake 2022","685",15.4.2022 00:00:00,8,1
44556,433,78,16.50,,"687",28.2.2023 00:00:00,1,1
44557,433,806,16.00,,"687",28.2.2023 00:00:00,1,1
44558,433,324,23.00,,"687",28.2.2023 00:00:00,1,1
44559,433,62,0.30,,"687",28.2.2023 00:00:00,1,1
44560,433,456,0.30,,"687",28.2.2023 00:00:00,1,1
44561,433,19,17.00,,"687",28.2.2023 00:00:00,1,1
44562,433,303,5.00,,"687",28.2.2023 00:00:00,1,1
44563,433,770,0.70,,"687",28.2.2023 00:00:00,1,1
44564,433,766,47.00,,"687",28.2.2023 00:00:00,1,1
44565,433,290,47.00,,"687",28.2.2023 00:00:00,1,1
44566,433,440,22.00,,"687",28.2.2023 00:00:00,1,1
44567,433,321,4.00,,"687",28.2.2023 00:00:00,1,1
44568,433,857,3.50,,"687",28.2.2023 00:00:00,1,1
44569,433,856,3.50,,"687",28.2.2023 00:00:00,1,1
44570,433,659,3.50,,"687",28.2.2023 00:00:00,1,1
44571,433,43,3.00,,"687",28.2.2023 00:00:00,1,1
44572,433,322,18.50,,"687",28.2.2023 00:00:00,1,1
44573,433,156,0.10,,"687",28.2.2023 00:00:00,1,1
44574,433,78,16.50,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44575,433,806,16.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44576,433,324,23.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44577,433,62,0.30,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44578,433,456,0.30,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44579,433,19,17.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44580,433,303,5.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44581,433,770,0.70,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44582,433,766,47.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44583,433,290,47.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44584,433,440,22.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44585,433,321,4.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44586,433,857,3.50,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44587,433,856,3.50,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44588,433,659,3.50,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44589,433,43,3.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44590,433,322,18.50,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44591,433,156,0.10,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,2,1
44592,433,78,16.50,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44593,433,806,16.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44594,433,324,23.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44595,433,62,0.30,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44596,433,456,0.30,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44597,433,19,17.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44598,433,303,5.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44599,433,770,0.70,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44600,433,766,47.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44601,433,290,47.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44602,433,440,22.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44603,433,321,4.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44604,433,857,3.50,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44605,433,856,3.50,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44606,433,659,3.50,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44607,433,43,3.00,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44608,433,322,18.50,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44609,433,156,0.10,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44610,433,36,0.50,"Asda Extra Special Rich Fruit Cake","687",28.2.2023 00:00:00,3,1
44611,433,78,16.50,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44612,433,806,16.00,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44613,433,324,22.00,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44614,433,62,0.30,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44615,433,456,0.30,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44616,433,19,17.00,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44617,433,303,5.00,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44618,433,770,0.70,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44619,433,766,47.00,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44620,433,290,47.00,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44621,433,440,22.00,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44622,433,321,4.00,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44623,433,857,3.50,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44624,433,856,3.50,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44625,433,659,3.50,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44626,433,43,4.00,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44627,433,322,18.50,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44628,433,156,0.10,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44629,433,36,0.50,"Asda Extra Special Rich Fruit Cake","687",23.3.2023 00:00:00,4,1
44630,433,78,16.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44631,433,806,16.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44632,433,324,20.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44633,433,62,0.30,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44634,433,456,0.30,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44635,433,19,17.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44636,433,303,5.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44637,433,770,0.70,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44638,433,766,47.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44639,433,290,47.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44640,433,440,22.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44641,433,321,4.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44642,433,857,3.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44643,433,856,3.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44644,433,659,3.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44645,433,43,6.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44646,433,322,18.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44647,433,156,0.10,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44648,433,36,0.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,5,1
44649,433,78,16.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44650,433,806,16.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44651,433,324,20.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44652,433,62,0.30,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44653,433,456,0.30,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44654,433,19,17.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44655,433,303,5.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44656,433,770,0.70,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44657,433,766,47.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44658,433,290,47.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44659,433,440,22.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44660,433,321,4.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44661,433,857,3.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44662,433,856,3.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44663,433,659,3.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44664,433,43,6.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44665,433,322,18.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44666,433,156,0.10,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44667,433,36,0.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,6,1
44668,433,78,16.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44669,433,806,16.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44670,433,324,20.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44671,433,62,0.30,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44672,433,456,0.30,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44673,433,19,17.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44674,433,303,5.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44675,433,770,0.70,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44676,433,766,47.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44677,433,290,47.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44678,433,440,22.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44679,433,321,4.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44680,433,857,3.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44681,433,856,3.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44682,433,659,3.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44683,433,43,6.00,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44684,433,322,18.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44685,433,156,0.10,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44686,433,36,0.50,"Asda Extra Special Rich Fruit Cake","687",28.3.2023 00:00:00,7,1
44687,434,761,22.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44688,434,806,20.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44689,434,153,20.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44690,434,808,20.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44691,434,34,0.18,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44692,434,62,0.20,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44693,434,807,0.13,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44694,434,38,6.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44695,434,12,7.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44696,434,43,13.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44697,434,766,64.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44698,434,290,17.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44699,434,299,12.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44700,434,321,10.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44701,434,156,0.11,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44702,434,36,0.40,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44703,434,29,0.11,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,1,1
44704,434,761,22.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44705,434,806,20.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44706,434,153,20.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44707,434,808,21.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44708,434,34,0.18,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44709,434,62,0.20,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44710,434,807,0.13,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44711,434,38,6.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44712,434,12,7.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44713,434,43,12.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44714,434,766,64.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44715,434,290,17.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44716,434,299,12.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44717,434,321,10.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44718,434,156,0.11,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44719,434,36,0.40,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44720,434,29,0.11,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,2,1
44721,434,761,22.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44722,434,806,20.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44723,434,153,20.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44724,434,808,21.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44725,434,34,0.18,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44726,434,62,0.20,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44727,434,337,0.13,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44728,434,38,6.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44729,434,12,7.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44730,434,43,12.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44731,434,766,64.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44732,434,290,17.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44733,434,299,12.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44734,434,321,10.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44735,434,156,0.11,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44736,434,36,0.40,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44737,434,29,0.11,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,3,1
44738,434,761,22.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44739,434,806,20.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44740,434,153,20.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44741,434,808,21.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44742,434,34,0.18,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44743,434,62,0.20,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44744,434,337,0.13,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44745,434,38,6.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44746,434,12,7.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44747,434,43,12.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44748,434,766,64.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44749,434,290,17.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44750,434,299,12.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44751,434,321,10.00,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44752,434,156,0.11,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44753,434,36,0.40,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44754,434,29,0.11,"Co-op Standard Fruit Cake 2023 (Iced Bar)","688",8.3.2023 00:00:00,4,1
44755,435,22,52.00,"Ciasto kruche MIDI Sargents- SPODY","689",9.3.2023 00:00:00,1,1
44756,435,168,10.00,"Ciasto kruche MIDI Sargents- SPODY","689",9.3.2023 00:00:00,1,1
44757,435,43,6.50,"Ciasto kruche MIDI Sargents- SPODY","689",9.3.2023 00:00:00,1,1
44758,435,67,0.60,"Ciasto kruche MIDI Sargents- SPODY","689",9.3.2023 00:00:00,1,1
44759,435,29,0.40,"Ciasto kruche MIDI Sargents- SPODY","689",9.3.2023 00:00:00,1,1
44760,435,761,25.00,"Ciasto kruche MIDI Sargents- SPODY","689",9.3.2023 00:00:00,1,1
44761,435,36,0.10,"Ciasto kruche MIDI Sargents- SPODY","689",9.3.2023 00:00:00,1,1
44762,435,876,52.00,"Ciasto kruche MIDI Sargents- SPODY","689",9.3.2023 00:00:00,2,1
44763,435,168,10.00,"Ciasto kruche MIDI Sargents- SPODY","689",9.3.2023 00:00:00,2,1
44764,435,43,6.50,"Ciasto kruche MIDI Sargents- SPODY","689",9.3.2023 00:00:00,2,1
44765,435,67,0.60,"Ciasto kruche MIDI Sargents- SPODY","689",9.3.2023 00:00:00,2,1
44766,435,29,0.40,"Ciasto kruche MIDI Sargents- SPODY","689",9.3.2023 00:00:00,2,1
44767,435,761,25.00,"Ciasto kruche MIDI Sargents- SPODY","689",9.3.2023 00:00:00,2,1
44768,435,36,0.10,"Ciasto kruche MIDI Sargents- SPODY","689",9.3.2023 00:00:00,2,1
44769,435,876,55.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,3,1
44770,435,168,10.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,3,1
44771,435,43,3.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,3,1
44772,435,67,1.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,3,1
44773,435,29,0.40,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,3,1
44774,435,761,25.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,3,1
44775,435,36,0.10,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,3,1
44776,435,876,55.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,4,1
44777,435,168,10.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,4,1
44778,435,43,3.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,4,1
44779,435,67,1.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,4,1
44780,435,29,0.40,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,4,1
44781,435,761,25.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,4,1
44782,435,36,0.10,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,4,1
44783,435,876,55.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,5,1
44784,435,168,10.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,5,1
44785,435,43,3.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,5,1
44786,435,67,1.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,5,1
44787,435,29,0.40,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,5,1
44788,435,761,25.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,5,1
44789,435,36,0.10,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,5,1
44790,435,876,55.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,6,1
44791,435,168,10.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,6,1
44792,435,43,3.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,6,1
44793,435,67,1.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,6,1
44794,435,29,0.40,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,6,1
44795,435,761,25.00,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,6,1
44796,435,36,0.10,"Ciasto kruche MIDI Sargents & Brakes- SPODY","689",23.5.2023 00:00:00,6,1
44797,435,876,55.00,"Ciasto kruche MIDI Sargents (Nico, Brakes, Bidfood) - SPODY","689",23.5.2023 00:00:00,7,1
44798,435,168,10.00,"Ciasto kruche MIDI Sargents (Nico, Brakes, Bidfood) - SPODY","689",23.5.2023 00:00:00,7,1
44799,435,43,3.00,"Ciasto kruche MIDI Sargents (Nico, Brakes, Bidfood) - SPODY","689",23.5.2023 00:00:00,7,1
44800,435,67,1.00,"Ciasto kruche MIDI Sargents (Nico, Brakes, Bidfood) - SPODY","689",23.5.2023 00:00:00,7,1
44801,435,29,0.40,"Ciasto kruche MIDI Sargents (Nico, Brakes, Bidfood) - SPODY","689",23.5.2023 00:00:00,7,1
44802,435,761,25.00,"Ciasto kruche MIDI Sargents (Nico, Brakes, Bidfood) - SPODY","689",23.5.2023 00:00:00,7,1
44803,435,36,0.10,"Ciasto kruche MIDI Sargents (Nico, Brakes, Bidfood) - SPODY","689",23.5.2023 00:00:00,7,1
44804,435,876,55.00,"Ciasto kruche MIDI Sargents(Nico,Brakes,Bidfood)-SPODY","689",23.5.2023 00:00:00,8,1
44805,435,168,10.00,"Ciasto kruche MIDI Sargents(Nico,Brakes,Bidfood)-SPODY","689",23.5.2023 00:00:00,8,1
44806,435,43,3.00,"Ciasto kruche MIDI Sargents(Nico,Brakes,Bidfood)-SPODY","689",23.5.2023 00:00:00,8,1
44807,435,67,1.00,"Ciasto kruche MIDI Sargents(Nico,Brakes,Bidfood)-SPODY","689",23.5.2023 00:00:00,8,1
44808,435,29,0.40,"Ciasto kruche MIDI Sargents(Nico,Brakes,Bidfood)-SPODY","689",23.5.2023 00:00:00,8,1
44809,435,761,25.00,"Ciasto kruche MIDI Sargents(Nico,Brakes,Bidfood)-SPODY","689",23.5.2023 00:00:00,8,1
44810,435,36,0.10,"Ciasto kruche MIDI Sargents(Nico,Brakes,Bidfood)-SPODY","689",23.5.2023 00:00:00,8,1
44811,435,876,55.00,"Ciasto kruche MIDI Sargents -SPODY","689",23.5.2023 00:00:00,9,1
44812,435,168,10.00,"Ciasto kruche MIDI Sargents -SPODY","689",23.5.2023 00:00:00,9,1
44813,435,43,3.00,"Ciasto kruche MIDI Sargents -SPODY","689",23.5.2023 00:00:00,9,1
44814,435,67,1.00,"Ciasto kruche MIDI Sargents -SPODY","689",23.5.2023 00:00:00,9,1
