ID_wyrobu;Opis_wyrobu;Kod FG;Flaga;Klient;Nazwa_wyrobu;Data_wprowadzenia;Indeks CMJ;Waga jednostki netto;ID_rodzaj_wyrobu;Ilosc_w_pudle
11;Tesco 6 Chocolate Mini Roll;FG030029;PRAWDA;TESCO;-6 Chocolate Mini Rolls (RSPO-MB);09.06.2010;22C08062;177;2;12
12;Tesco 12 Chocolate Mini Rolls;FG030030;PRAWDA;TESCO;-12 Chocolate Mini Rolls (RSPO-MB);09.06.2010;22C08071;354;2;8
242;Rolada YCB Jumbo Chocolate & Vanilla Swiss Roll;FG040148;PRAWDA;Brigth Blue Foods;-Rolada YCB Jumbo Chocolate & Vanilla Swiss Roll;28.07.2010;22R00102;390;3;12
241;Rolada YCB Jumbo Strawberry   & Vanilla Swiss Roll;FG040155;PRAWDA;Brigth Blue Foods;-Rolada YCB Jumbo Strawberry & Vanilla Swiss Roll;28.07.2010;22R00103;390;3;12
209;Roladki malinowe z kremem waniliowym;BB003;PRAWDA;Bakkers Best;-Cremerol Framboos BB 003;31.08.2010;22C20062;150;6;12
210;Roladki malinowe z kremem waniliowym;HO056;PRAWDA;HOPPE;-Frambozen cremerolls DK001;31.08.2010;22C20063;150;6;12
229;6 Lemon Curd Tarts;FG120130;PRAWDA;Sainsbury's;-6 Lemon Curd Tarts (RSPO-SG)- Sainsbury's;03.01.2011;22T00206;159;1;12
202;6 Assorted Jam Tarts;FG120125;PRAWDA;Morrisons;-6 Assorted Jam Tarts - Hoppers;17.01.2011;22T00242;180;1;12
203;6 Lemon Curd Tarts;FG120127;PRAWDA;Morrisons;-6 Lemon Curd Tarts- Hoppers;17.01.2011;22T00243;180;1;12
232;Ciasteczka z czekolad¹ i orzechami 140g;Z00002;PRAWDA;¯abka Polska S.A.;-Ciasteczka z czekolad¹ i orzechami- Pasja smaku;19.01.2011;22K03503;140;4;8
233;Ciasteczka z migda³ami i kokosem - 140g;Z00003;PRAWDA;¯abka Polska S.A.;-Ciasteczka z migda³ami i kokosem- Pasja smaku;19.01.2011;22K03504;140;4;8
234;Miniroladki z kremem o smaku œmietankowym, oblewane mleczn¹ czekolad¹.;VO003;PRAWDA;VOMAR;-6 Chocolade Cakerolletjes   VO003;16.02.2011;22C20019;150;2;12
235;10 Miniroladek czekoladowych z kremem o smaku waniliowym oblane w mlecznej czekoladzie;FG030209;PRAWDA;ALDI;-10 Chocolate mini rolls;21.02.2011;22C08081;270;2;12
236;Morisons 6 Chocolate logs;FG 030205;PRAWDA;Morrisons;-Morrisons 6 Chocolate logs;17.03.2011;22C08068;168;2;12
238;Mini choco rolli (DEE 06) 150 g x 12;DEE06;PRAWDA;DEEN;-6 Cake rolletjes chocolade DEE06;05.05.2011;22C20018;150;2;12
243;Roladki malinowe z kremem waniliowym;HO065;PRAWDA;HOPPE - German;-Frambozen (Himbeere) mini rolls HO065;01.07.2011;22C20065;150;6;12
245;Butterfield Cakes 5 Jaffa cake bars;FG220041;PRAWDA;TESCO;-Butterfield Cakes 5 Jaffa Cake Bars;26.07.2011;22C08090;155;2;12
247;Secretto- Ciasteczka kruche z kawa³kami czekolady i rodzynkami;S00001;PRAWDA;TRADIS;-Secretto- Ciasteczka kruche  z kawa³kami czekolady i rodzynkami;27.07.2011;22K03403;125;4;21
248;Secretto- Ciasteczka  kruche z kawa³kami czekolady i orzechami laskowymi;S00002;PRAWDA;TRADIS;-Secretto- Ciasteczka kruche z kawa³kami czekolady i orzechami laskowymi;27.07.2011;22K03402;125;4;21
246;Secretto- Ciasteczka kruche z kawa³kami czekolady;S00003;PRAWDA;TRADIS;-Secretto- Ciasteczka kruche  z kawa³kami czekolady;27.07.2011;22K03401;125;4;21
119;Aldi 9 Mini Mince Pies;FG200108;PRAWDA;ALDI;-9 Mini Mince Pies;01.08.2011;22T10104;180;1;24
251;12 Extra Special Mini Mince Pies;FG020137;PRAWDA;ASDA;-12 Extra Special Mini Mince Pies;18.08.2011;22T10108;266.4;1;12
253;Value Mince Pies;FG020169;PRAWDA;Morrisons;-Savers Christmas 6 Mince Pies;01.09.2011;22T10203;234;1;24
252;Rolada w czekoladzie z kremem œmietankowym i nadzieniem wiœniowym;EL002;PRAWDA;HOPPE;-Szwarcwalder kirsch (Chocorol kersen) EL002;07.09.2011;22C20001;300;2;6
256;Roladki z kremem o smaku œmietankowym w czekoladzie z bia³¹ dekoracj¹;VOS01;PRAWDA;Vos Banket;Choco Cakerolletjes VOS01 (RSPO-MB);14.10.2011;22C20002;150;2;12
263;Mini roladki czekoladowe z kremem o smaku œmietankowym w czekoladzie mlecznej.;AL004P;PRAWDA;HOPPE;-Choco mini rolletjes Melchocolade & Creme AL004;20.12.2011;22C20006;150;2;22
262;Babeczki z kremem w czekoladzie 4x130g;Z00004;PRAWDA;¯abka Polska S.A.;-Babeczki z kremem w czekoladzie;22.12.2011;22C00100;130;2;4
261;Roladki Truskawkowe z kremem o smaku waniliowym z dekoracj¹ GK006;GK006;PRAWDA;Gulden Krakeling;-6 Strawberry Mini Rolls with dark deco stripes GK006 (RSPO-MB);29.12.2011;22C20066;150;2;12
265;Rolada z kremem œmietankowym i nadzieniem wiœniowym w czekoladzie mlecznej dekorowana polew¹ kakaow¹;EL003;PRAWDA;HOPPE;-Chocolade Cakerol met kersen an creme Chocolicious     EL003;02.02.2012;22C20004;300;2;6
271;CO-OP 6 Assorted Jam Tarts;FG120061;PRAWDA;CO-OP;-6 Assorted Jam Tarts- folia;06.03.2012;22T01000;180;1;12
272;CO-OP 6 Lemon Curd Tarts;FG120062;PRAWDA;CO-OP;-6 Lemon Curd Tarts- folia;06.03.2012;22T01100;180;1;12
268;Biszkopty o smaku waniliowym 150g;LEW001;PRAWDA;Lewiatan;-Biszkopty Lewiatan 150g;06.03.2012;21B05501;150;5;16
269;Biszkopty o smaku waniliowym 500g;LEW002;PRAWDA;Lewiatan;-Biszkopty Lewiatan 500g;06.03.2012;21B05502;500;5;6
274;12 All-Butter Mini Bramley Apple Tarts;FG180044;PRAWDA;ASDA;-12 All-Butter Mini Bramley Apple Tarts;07.03.2012;22T00501;266.4;1;12
275;12 Alle-Butter Mini Bramley Apple&Blackcurrant Tarts;FG180045;PRAWDA;ASDA;-12 All-Butter Mini Bramley Apple&Blackcurrant Tarts;07.03.2012;22T00502;266.4;1;12
270;mini roladki w czekoladzie z ¿ó³t¹ dekoracj¹;FG030205;PRAWDA;Morrisons;-Morrison's 6 Easter chocolate mini rolls;08.03.2012;22C08068;168;2;12
273;9 Assorted Jam Tarts;FG120158;PRAWDA;TESCO;-Hoppers 9 Assorted Jam Tarts -TESCO;08.03.2012;22T00245;270;1;12
546;9 Assorted Jam Tarts;FG120209;PRAWDA;TESCO;-Hoppers 9 Assorted Jam Tarts (RSPO-SG)- TESCO;08.03.2012;22T00251;270;1;16
276;9 Assorted Jam Tarts;FG120125;PRAWDA;Morrisons;-Hoppers 9 Assorted Jam Tarts -MORRISONS;13.03.2012;22T00244;270;1;16
545;9 Assorted Jam Tarts;FG120208;PRAWDA;ICELAND;-Hoppers 9 Assorted Jam Tarts - Iceland - 16 szt (RSPO-MB);13.03.2012;22T00248;270;1;16
277;Biszkopty o smaku waniliowym La Nuvola;NET001;PRAWDA;NETTO;-Biszkopty o smaku waniliowym  La Nuvola;21.03.2012;22B01450;180;5;12
278;6 mini roladki z kremem œmietankowym w mlecznej czekoladzie;PL004;PRAWDA;PLUS;-6 Mini choco cakerolletjes PL004 (UTZ-MB,RSPO-MB);21.03.2012;22C20024;150;2;12
282;5  Chocolate& Orange Cake Bars;FG220051;PRAWDA;Morrisons;-5 Chocolate & Orange Cake Bars;27.03.2012;22C08091;155;2;12
281;Everyday Value chocolate & vanilla flavoured swiss roll;FG040166;PRAWDA;TESCO;-Everyday Value chocolate & vanilla flavoured swiss roll(RSPO-MB);12.04.2012;22R00503;112;3;14
283;6 mini roladki z kremem smietankowym w mlecznej czekoladzie;SP005;PRAWDA;SPAR;-6 Choco Mini Rolletjes SP005;12.04.2012;22C20025;150;2;12
284;mini roladki z kremem œmietankowy w mlecznej czekoladzie;COM01;PRAWDA;COMET;-6 Mini Roules Tendre COM01;24.04.2012;22C20026;150;2;12
288;6 Value Apple Pies;FG180054;PRAWDA;CO-OP;-6 Simply Value Apple Pies;27.06.2012;22T10110;282;1;12
300;Mini roladki z kremem o smaku jogurtowym i nadzieniem wiœniowym z bia³¹ dekoracj¹ GK 007;GK007;PRAWDA;Gulden Krakeling;-6 Yoghurt Mini Rolls with white deco stripes GK007 (RSPO-MB);02.07.2012;22C20069;150;6;12
301;Biszkopty 120g;SPO001;PRAWDA;KPH SPO£EM;-Biszkopty 120g;25.07.2012;21B05505;120;5;20
299;Biszkopty 500g;SPO002;PRAWDA;KPH SPO£EM;-Biszkopty 500g;25.07.2012;21B05506;500;5;6
303;Everyday Value raspberry flavoured swiss roll;FG040170;PRAWDA;TESCO;-Everyday Value raspberry flavoured swiss roll;30.07.2012;22R00504;112;3;14
304;Christmas 12 Mini Mince Pies;FG020131;PRAWDA;CO-OP;-Christmas 12 Mini Mince Pies;06.08.2012;22T10120;266.4;1;15
306;Koek Choco rolletjes AL005;AL005;PRAWDA;HOPPE;-Koek Choco rolletjes AL005;16.08.2012;22C20005;156;2;20
285;Roladki malinowe z kremem waniliowym;EM001;PRAWDA;EMTE;-Cakerolletje Framboos EM001;16.08.2012;22C20070;150;2;12
305;9 Slime Tars;FG120161;PRAWDA;ASDA;-9 Slime Tarts;24.08.2012;22T00237;270;1;12
311;Lemon & Cream (Swiss Rolls) ROYAL;ROY003;PRAWDA;ROYAL Dania;-Lemon & Cream (Swiss Rolls) ROYAL - Dania (RSPO-MB);30.08.2012;22R01203;300;3;6
312;Strawberry & Cream (Swiss Rolls) ROYAL;ROYD01;PRAWDA;ROYAL Dania;-Strawberry & Cream (Swiss Rolls)(RSPO-SG) ROYAL  Dania;30.08.2012;22R01206;300;3;6
314;Finest 12 Mini Mince Pies;FG020168;PRAWDA;TESCO;-Finest 12 Mini Mince Pies;18.09.2012;22T10021;262;1;12
317;9 Mini Mince Pies - Town & Country;FG0200154;PRAWDA;TOWN & COUNTRY;-9 Mini Mince Pies SNOWFLAKE - Town & Country;15.10.2012;22T10118;199.8;1;12
316;9 Mini Mince Pies - Town & Country;FG020042;PRAWDA;TOWN & COUNTRY;-9 Mini Mince Pies LATTICE - Town & Country;15.10.2012;22T10116;199.8;1;12
313;9 Mini Mince Pies - Town & Country;FG020043;PRAWDA;TOWN & COUNTRY;-9 Mini Mince Pies LIDDED - Town & Country;15.10.2012;22T10117;199.8;1;12
330;9 Assorted Jam Tarts;FG120169;PRAWDA;POUNDLAND;-Hoppers 9 Assorted Jam Tarts - Pounland;23.01.2013;22T00246;270;1;12
323;6 Minirollchen Schokoladen - Ruhrkuchen BA 001;BA001;PRAWDA;BAWAG;-6 Minirollchen Schokoladen - Ruhrkuchen BA001;29.01.2013;22C20031;150;2;12
329;6 Minirollchen Schokoladen - Ruhrkuchen BA 002;BA002;PRAWDA;BAWAG;-6 Minirollchen Schokoladen - Ruhrkuchen BA002;29.01.2013;22C20032;150;2;12
334;Ciastka kruche maœlane;C00010;PRAWDA;CUKIERNIA MISTRZA JANA Sp. z o.o.;-Ciastka kruche maœlane;31.01.2013;21K00301;140;4;12
346;Red Lion Delicious Choc Chip Cookies;RL0002;PRAWDA;CAKE MARK;-Red Lion Delicious Choc Chip Cookies;18.03.2013;22K02903;140;4;16
345;Torcik czekoladowy Choco Bars;SMP05;PRAWDA;BAKE MARK;-The Simpsons 4 Choco Bars;18.03.2013;22C04722;120;2;8
350;9 Assorted Jam Tarts Hoppers;FG120173;PRAWDA;ASDA;-Hoppers 9 Assorted Jam Tarts - ASDA;21.03.2013;22T00247;270;1;12
348;5 Jaffa Mini Rolls Weight Watchers;WWA26;PRAWDA;BAKE MARK;-5 Jaffa Mini Rolls Weight Watchers;27.03.2013;22C04723;105;2;6
353;ROYAL Choc Chip Cookies;ROY;PRAWDA;ROYAL;-ROYAL Choc Chip Cookies;03.04.2013;22K02901;300;4;16
347;Red Lion Butter Biscuits;RL0001;PRAWDA;CAKE MARK;-Red Lion Butter Biscuits;21.05.2013;22K02902;140;4;16
355;10 Miniroladek czekoladowych z kremem o smaku waniliowym oblane w mlecznej czekoladzie;FG030221;PRAWDA;HOPPERS;-Hoppers 10 Chocolate Mini Rolls (RSPO-MB);27.06.2013;22C08082;270;2;12
357;6 Mini roladek w czekoladzie z kremem o smaku waniliowym;CM01;PRAWDA;BAKE MARK;-6 Chocolate Mini Rolls (RSPO-MB);09.07.2013;22C08053;150;2;6
361;Haribo Starmix Treat Cake A4;FG080046;PRAWDA;ASDA;-Haribo Starmix Celebration Cake A4;31.07.2013;22S00002;860;7;4
366;12 Mini Lemon Curd Tarts;FG120178;PRAWDA;ASDA;-12 Mini Lemon Curd Tarts;19.08.2013;22T10123;198.2;1;10
367;12 Mini Strawberry Jam Tarts;FG120179;PRAWDA;ASDA;-12 Mini Strawberry Jam Tarts;19.08.2013;22T10122;198.2;1;10
358;Everyday value 6 Mince Pies;FG020176;PRAWDA;TESCO;-Everyday Value 6 Mince Pies (2013);21.08.2013;22T10128;252;1;24
372;9 Assorted Jam Tarts;FG120170;PRAWDA;ASDA;-9 Assorted Jam Tarts (RSPO-MB);23.08.2013;22T10134;270;1;12
371;9 Strawberry Jam Tarts;FG120171;PRAWDA;ASDA;-9 Strawberry Jam Tarts (RSPO-MB);23.08.2013;22T10133;270;1;12
370;9 Lemon Curd Tarts;FG120172;PRAWDA;ASDA;-9 Lemon Curd Tarts (RSPO-MB);23.08.2013;22T10135;270;1;12
376;12 Extra Special Mini Mince Pies;FG020137;PRAWDA;ASDA;-12 Extra Special Mini Mince Pies;26.08.2013;22T10108;266.4;1;12
374;12 Mini Assorted Jam Tarts;FG120177;PRAWDA;ASDA;-12 Mini Assorted Jam Tarts;26.08.2013;22T10121;198.2;1;10
373;Hoppers 9 Apple Pies;FG180058;PRAWDA;HOPPERS;-Hoppers 9 Apple Pies;26.08.2013;22T10132;351;1;12
369;Babeczki z kremem o smaku truskawkowym;FG220054;PRAWDA;ASDA;-8 Strawberry Dream Bites;26.08.2013;22C08083;130;2;12
368;Babeczki z kremem czekoladowym;FG220055;PRAWDA;ASDA;-8 Chocolate Dream Bites;26.08.2013;22C08084;130;2;12
375;Raspberry Swiss Rolls;FG040176;PRAWDA;TESCO;-Raspberry Swiss Rolls - (RSPO-MB) - TESCO;27.08.2013;22R00013;195;3;12
364;Mini choco rolls 150g x12;EM003;PRAWDA;EMTE;-6 Mini choco rolls EM003 (RSPO-MB);03.09.2013;22C20027;150;2;12
377;9 Deluxe Mini Mince Pies;FG020179;PRAWDA;LIDL - UK;-9 Luxury Mini Mince Pies(UK);04.09.2013;22T10127;198;1;24
380;9 Hoppers Mince Pies;FG020184;PRAWDA;POUNDLAND;-9 Hoppers Mince Pies;06.09.2013;22T10136;351;1;12
379;Savers 9  Mince;FG020173;PRAWDA;Morrisons;-Savers 9 Mince;09.09.2013;22T10129;351;1;12
381;Hoppers 9 Mini Ritch Fruit Mince Pies;FG020162;PRAWDA;HOPPERS;-Hoppers 9 Mini Ritch Fruit Mince Pies;11.09.2013;22T10107;198;1;10
365;12 Mini Slime Tarts;FG120182;PRAWDA;ASDA;-12 Scary Slime Tarts;11.09.2013;22T10126;198.2;1;10
360;Haribo Starmix Treat Cake A5;FG080050;PRAWDA;ASDA;-Haribo Starmix Treat Cake A5;13.09.2013;22S00001;442;7;4
383;Raspberry&Cream swiss Roll - 400g;ROY006;PRAWDA;ROYAL;-Raspberry&Cream(Swiss Roll) ROYAL - 400g;19.09.2013;22R01231;400;3;5
384;Cocoa&Cream Swiss Roll - 400g;ROY007;PRAWDA;ROYAL;-Cocoa&Cream(Swiss Roll) ROYAL - 400g;19.09.2013;22R01232;400;3;5
382;10 Chocolate Mini Rolls  Rowan Hill;FG030252;PRAWDA;LIDL;"-10 Chocolate Mini Rolls Rowan Hill (RSPO-MB; UTZ-MB)";23.09.2013;22C08072;260;2;12
385;Halloween Chocolate Traybake - TESCO;FG080048;PRAWDA;TESCO;-Halloween Chocolate Traybake - TESCO (A4);23.09.2013;22S00004;770;1;4
378;18 Mince Pies;FG020180;PRAWDA;Sainsbury's;-18 Mince Pies;02.10.2013;22T10130;664;1;9
388;Flying Saucers Banana;FG210027;PRAWDA;HOPPERS;-Flying Saucers Banana;08.10.2013;22B05003;120;5;20
386;Flying Saucers Vanilla;FG210025;PRAWDA;HOPPERS;-Flying Saucers Vanilla;09.10.2013;22B05001;120;5;20
393;9 Mini Lemon Meringue Tarts;FG120180;PRAWDA;ASDA;-9 Mini Lemon Meringue Tarts;22.10.2013;22T10124;164;1;12
394;9 Mini Millionaires Tarts;FG120181;PRAWDA;ASDA;-9 Mini Millionaires Tarts;22.10.2013;22T10125;175.5;1;12
396;9 Deluxe Mini Mince Pies;FG020186;PRAWDA;LIDL-Irlandia;-9 Luxury Mini Mince Pies(Irlandia);31.10.2013;22T10127;198;1;24
390;10 Chocolate Mini Rolls- Happy Shoper;FG030224;PRAWDA;BOOKER;-10 Chocolate Mini Rolls- Happy Shopper (RSPO-MB);06.11.2013;22C08074;270;2;6
392;Chocolate Swiss Roll- Happy Shopper;FG040178;PRAWDA;BOOKER;-Chocolate & Vanilla Swiss Roll- Happy Shopper;06.11.2013;22R01017;286;3;6
391;Strawberry Swiss Roll- Happy Shopper;FG040177;PRAWDA;BOOKER;-Strawberry &Vanilla Swiss Roll- Happy Shopper;07.11.2013;22R01016;285;3;6
389;6 Assorted Jam Tarts- Happy Shopper;FG120186;PRAWDA;BOOKER;-6 Assorted Jam Tarts- Happy Shopper;07.11.2013;22T10137;180;1;6
354;Babeczki o smaku œmietankowym w czekoladzie;Z00005;PRAWDA;¯abka Polska S.A.;-Babeczki o smaku œmietankowym w czekoladzie;12.11.2013;22C00101;130;2;4
397;10 Mini Yule Logs;FG030225;PRAWDA;POUNDLAND;-10 Mini Yule Logs;13.11.2013;22C08076;230;2;12
398;Chocolate Yule Log;FG040179;PRAWDA;POUNDLAND;-Chocolate Yule Log;13.11.2013;22C08073;348;2;12
395;Christmas Tray Bake A4;FG080049;PRAWDA;TESCO;-Christmas Tray Bake A4;26.11.2013;22S00003;770;7;4
399;One Stop 6 Jam Tarts;FG120135;PRAWDA;ONE STOP;-One Stop 6 Jam Tarts;28.11.2013;22T00207;180;1;12
401;Haribo Starmix Celebration Cakes A-4;FG080040;PRAWDA;Sainsbury's;-Haribo Starmix Celebration Cakes A-4;06.12.2013;22S00012;860;7;4
400;Haribo Starmix Celebration Cakes A-4;FG080040;PRAWDA;Morrisons;-Haribo Starmix Celebration Cakes A-4;06.12.2013;22S00013;860;7;4
404;Haribo Traybake A-4 - TESCO;FG080043;PRAWDA;TESCO;-Haribo Traybake A-4 - TESCO (2szt.);11.12.2013;22S00014;860;7;2
402;Jumbo Chocolate & Vanilla Swiss Roll;FG040148;PRAWDA;HOPPERS;-Jumbo Chocolate & Vanilla Swiss Roll (RSPO-MB);12.12.2013;22R00102;390;3;12
403;Jumbo Strawberry & Vanilla Swiss Roll;FG040155;PRAWDA;HOPPERS;-Jumbo Strawberry & Vanilla Swiss Roll (RSPO-MB);12.12.2013;22R00103;390;3;12
406;Mini Jogurt Cherry Deco Rolls - HO169;HO169;PRAWDA;HOPPE;-Mini Jogurt Cherry Deco Rolls - HO169 (RSPO-MB);27.12.2013;22C20068;150;2;12
407;Bugz Cake - TESCO;FG090468;PRAWDA;TESCO;-Bugz Cake - TESCO;20.01.2014;22M00001;835;8;1
408;The World's Best Cake (Medal Cake);FG090478;PRAWDA;ASDA;-The World's Best Cake (Medal Cake) - ASDA;20.01.2014;22M00012;791;8;2
409;The World's Best Cake (Medal Cake);FG090476;PRAWDA;Morrisons;-The World's Best Cake (Medal Cake) - Morrison's;21.01.2014;22M00011;791;8;2
413;Hoppers 9 Apple Pies - TESCO;FG180059;PRAWDA;TESCO;-Hoppers 9 Apple Pies - TESCO;23.01.2014;22T10138;351;1;12
410;Flying Saucers Vanilla -TESCO;FG210028;PRAWDA;TESCO;-Flying Saucers Vanilla -TESCO;23.01.2014;22B05011;120;5;20
411;Flying Saucers Chocolate -TESCO;FG210029;PRAWDA;TESCO;-Flying Saucers Chocolate -TESCO;23.01.2014;22B05012;120;5;20
415;Roladki malinowe z kremem waniliowym, dekorowana ró¿ow¹ polew¹.;BB003;PRAWDA;Bakkers Best;-Raspberry mini rolls with pink deco stripes BB 003;13.02.2014;22C20062;150;6;12
419;Roladki malinowe z kremem waniliowym,  dekorowana ró¿ow¹ polew¹.;EM001;PRAWDA;EMTE;-6 Raspberry mini rolls with pink deco stripes EM001 (RSPO-MB);13.02.2014;22C20070;150;2;12
417;Roladka malinowa z kremem waniliowym,  dekorowana ró¿ow¹ polew¹.;FAN02;PRAWDA;Hoppe(Bakkers Weeled);-6 Raspberry mini rolls with pink deco stripes FAN02 (RSPO-SG);13.02.2014;22C20052;150;6;12
420;Roladki malinowe z kremem waniliowym,  dekorowane ró¿ow¹ polew¹.;HO056;PRAWDA;HOPPE;-6 Raspberry mini rolls with pink deco stripes HO056 (RSPO-MB);13.02.2014;22C20063;150;6;12
416;Roladka malinowa z kremem waniliowym, dekorowana ró¿ow¹ polew¹;JL002;PRAWDA;JAN LINDERS;-Raspberry mini rolls with pink deco stripes JL002 (RSPO-MB);13.02.2014;22C20054;150;6;12
418;Roladka malinowa z kremem waniliowym,  dekorowana ró¿ow¹ polew¹.;PL003;PRAWDA;PLUS;-6 Raspberry mini rolls with pink deco stripes PL003 (RSPO-MB);13.02.2014;22C20056;150;6;12
414;Roladka malinowa z kremem waniliowym, dekorowana ró¿ow¹ polew¹.;SP006;PRAWDA;SPAR;-Raspberry mini rolls with pink deco stripes SP006 (RSPO-MB);13.02.2014;22C20058;150;6;12
425;Roladka malinowa z kremem waniliowym, dekorowana ró¿ow¹ polew¹;CO002;PRAWDA;COOP - NL;-Raspberry mini rolls with pink deco stripes CO002 (RSPO-MB);24.02.2014;22C20071;150;6;12
426;Happy Easter Chocolate Traybake - TESCO;FG080051;PRAWDA;TESCO;-Happy Easter Chocolate Traybake - TESCO (A4);24.02.2014;22S00006;770;1;4
424;Farmyard Friends;FG090492;PRAWDA;HOPPERS;-Farmyard Friends;03.03.2014;22M00021;975;8;1
437;Bestin Jumbo Chocolate & Vanilla Swiss Roll;FG040189;PRAWDA;BESTWAY;-Jumbo Chocolate & Vanilla Swiss Roll - Best-in;11.03.2014;22R00106;390;3;12
434;Happy Birthday Cubes Chocolate Cake;FG090491;PRAWDA;ASDA;-Happy Birthday Cubes Chocolate Cake (RSPO-MB)-ASDA;08.04.2014;22C00102;753;2;2
450;The Ball Pool M&M Cake;FG090487;PRAWDA;MARS;-Chocolate Celebration Cake M&M's;16.04.2014;22M00032;890;8;2
445;The Mars Ganache Cake;FG090493;PRAWDA;MARS;-Galaxy Chocolate Cake;16.04.2014;22M00031;942;8;2
509;M&M's Sofa Cake;FG090529;PRAWDA;MARS;-M&M's Sofa Cake;16.04.2014;22M00035;1587;8;2
423;6 Mini Lemon Meringue Tarts;FG120194;PRAWDA;TESCO;-6 Mini Lemon Meringue Tarts;24.04.2014;22T10011;105;1;12
422;6 Mini Apple&Crumble Tarts;FG120195;PRAWDA;TESCO;-6 Mini Apple&Crumble Tarts;24.04.2014;22T10012;105.6;1;12
421;6 Mini Blackcurrant Sundaes;FG120196;PRAWDA;TESCO;-6 Mini Blackcurrant Sundaes;28.04.2014;22T10013;118.5;1;12
464;Flying Saucers Chocolate -ASDA;FG210030;PRAWDA;ASDA;-Flying Saucers Chocolate -ASDA;08.05.2014;22B05013;120;5;12
433;9 Assorted Jam Tarts Bestin;FG120199;PRAWDA;BESTWAY;-9 Yummi Assorted Jam Tarts Best-in;14.05.2014;22T00249;270;1;12
436;Bestin Jumbo Strawberry & Vanilla Swiss Roll;FG040188;PRAWDA;BESTWAY;-Jumbo Strawberry & Vanilla Swiss Roll - Best-in;15.05.2014;22R00107;390;3;12
466;Roladka malinowa z kremem waniliowym, dekorowana ró¿ow¹ polew¹;HOG07;PRAWDA;HOOGVLIET;-Raspberry mini rolls with pink deco stripes HOG07 (RSPO-MB);27.05.2014;22C20072;150;6;12
477;Standard Decorate your Own - Morrisons;FG140662;PRAWDA;Morrisons;-Standard Decorate your Own - Morrisons (2014);04.06.2014;22M00040;800;8;12
481;Signatur AOI Snowflake - Morrisons;FG140666;PRAWDA;Morrisons;-Signature Shimmering Snowflake Christmas Cake Infuse with Brandy - Morrisons (2014);18.06.2014;22M00045;1200;7;4
482;Signature AOI Tree - Morrisons;FG140667;PRAWDA;Morrisons;-Signature Golden Tree Christmas Cake Infused with Brandy - Morrisons (2014);18.06.2014;22M00046;1000;8;4
483;Signature Nut  Cluster - Morrisons;FG140668;PRAWDA;Morrisons;-Signature Jewelled Fruit&Nut Chrismas Cake - Morrisons (2014);18.06.2014;22M00047;1000;8;4
485;Signature AOI Poinsettia - Morrisons;FG140669;PRAWDA;Morrisons;-Signature Festive Christmas Cake infused with Brandy - Morrisons(Poinsettia) (2014);18.06.2014;22M00044;500;8;6
494;Finest AOI Holly - TESCO;FG140677;PRAWDA;TESCO;-Finest AOI Holly - TESCO (2014);07.07.2014;22M00054;907;8;4
506;Charlie the Chocolate Gingerbread Man;FG090519;PRAWDA;ASDA;-Charlie the Chocolate Gingerbread Man (RSPO-MB);08.07.2014;22C00104;1443;2;2
499;AOI Xmas - Traidcraft;FG140679;PRAWDA;Traidcraft;-AOI Xmas - Traidcraft;23.07.2014;22M00033;907;8;4
515;AOI Xmas - Traidcraft;FG140680;PRAWDA;Traidcraft- OXFAM;-AOI Xmas - Traidcraft (2014);23.07.2014;22M00034;907;8;4
513;Farmyard Friends;FG090485;PRAWDA;Morrisons;-Farmyard Friends;04.08.2014;22M00022;975;8;1
510;Happy Birthday Cubes - TESCO;FG090513;PRAWDA;TESCO;-Happy Birthday Cubes - TESCO (RSPO-MB);11.08.2014;22C00103;749.9;2;2
504;15 Mini Jazzie Cake Bites - ASDA;FG240010;PRAWDA;ASDA;-15 Mini Jazzie Cake Bites;11.08.2014;22C00107;292.5;2;4
505;15 Mini Mallow Cake Bites -ASDA;FG240011;PRAWDA;ASDA;-15 Mini Mallow Cake Bites;11.08.2014;22C00108;292.5;2;4
518;Chocolate Cake - Say it with Cake;FG090514;PRAWDA;Bright Blue Foods;-Chocolate Cake - Say it with Cake;25.08.2014;22M00036;1690;8;1
519;Chocolate Swirl Bites;FG090518;PRAWDA;TESCO;-8 Chocolate Swirl Bites (2014);26.08.2014;22C00110;151.2;2;12
497;6 Mini Raspberry Trifle Pies - TESCO;FG190010;PRAWDA;TESCO;-6 Mini Raspberry Trifle Pies - TESCO (2014);26.08.2014;22T10026;123;1;12
530;Express 2 Mini Mince Pies;FG020211;PRAWDA;TESCO;-2 Mini Mince Pies -TESCO (2014);28.08.2014;22T10030;44.4;1;12
503;15 Mini Caramel Cake Bites - ASDA;FG240008;PRAWDA;ASDA;-15 Mini Caramel Cake Bites;28.08.2014;22C00105;285;3;4
502;15 Jaffa Cake Bites - ASDA;FG240009;PRAWDA;ASDA;-15 Jaffa Cake Bites;28.08.2014;22C00106;277.5;2;4
512;Galaxy Traybake;FG080052;PRAWDA;MARS;-Galaxy Treat Cake;01.09.2014;22S00007;675;7;4
520;Carrot Cake - Say it with Cake;FG090515;PRAWDA;Bright Blue Foods;-Carrot Cake - Say it with Cake;01.09.2014;22M00037;1635;8;1
529;ZOO Animale Cake - Morrisons;FG090516;PRAWDA;MORRISONS;-ZOO Animal Cake - Morrisons;01.09.2014;22M00023;1013;8;1
