"ID_pola","ID_kremu","ID_surowca","Ilosc","Nazwa_kremu","Nr receptury","Data zatwierdzenia","wersja","ID_typskladnika"
16103,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,7,1
16104,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,7,1
16105,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,7,1
16106,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,7,1
16107,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,7,1
16108,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,7,1
16109,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,7,1
16110,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,7,1
16111,70,243,50.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,8,1
16112,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,8,1
16113,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,8,1
16114,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,8,1
16115,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,8,1
16116,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,8,1
16117,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,8,1
16118,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,8,1
16119,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,8,1
16120,70,242,50.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,9,1
16121,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,9,1
16122,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,9,1
16123,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,9,1
16124,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,9,1
16125,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,9,1
16126,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,9,1
16127,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,9,1
16128,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,9,1
16129,70,242,50.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,10,1
16130,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,10,1
16131,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,10,1
16132,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,10,1
16133,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,10,1
16134,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,10,1
16135,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,10,1
16136,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,10,1
16137,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,10,1
16138,70,242,50.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,11,1
16139,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,11,1
16140,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,11,1
16141,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,11,1
16142,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,11,1
16143,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,11,1
16144,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,11,1
16145,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,11,1
16146,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,11,1
16147,70,242,50.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,12,1
16148,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,12,1
16149,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,12,1
16150,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,12,1
16151,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,12,1
16152,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,12,1
16153,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,12,1
16154,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,12,1
16155,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,12,1
16156,70,242,50.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,13,1
16157,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,13,1
16158,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,13,1
16159,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,13,1
16160,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,13,1
16161,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,13,1
16162,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,13,1
16163,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,13,1
16164,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,13,1
16165,70,242,50.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,14,1
16166,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,14,1
16167,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,14,1
16168,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,14,1
16169,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,14,1
16170,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,14,1
16171,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,14,1
16172,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,14,1
16173,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,14,1
16174,70,242,50.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,15,1
16175,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,15,1
16176,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,15,1
16177,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,15,1
16178,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,15,1
16179,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,15,1
16180,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,15,1
16181,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,15,1
16182,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,15,1
16183,70,242,50.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,16,1
16184,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,16,1
16185,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,16,1
16186,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,16,1
16187,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,16,1
16188,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,16,1
16189,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,16,1
16190,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,16,1
16191,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,16,1
16192,70,242,50.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,17,1
16193,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,17,1
16194,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,17,1
16195,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,17,1
16196,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,17,1
16197,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,17,1
16198,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,17,1
16199,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,17,1
16200,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,17,1
16201,70,242,50.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,18,1
16202,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,18,1
16203,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,18,1
16204,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,18,1
16205,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,18,1
16206,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,18,1
16207,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,18,1
16208,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,18,1
16209,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,18,1
16210,70,242,50.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,19,1
16211,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,19,1
16212,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,19,1
16213,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,19,1
16214,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,19,1
16215,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,19,1
16216,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,19,1
16217,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,19,1
16218,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,19,1
16219,70,242,50.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,20,1
16220,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,20,1
16221,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,20,1
16222,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,20,1
16223,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,20,1
16224,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,20,1
16225,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,20,1
16226,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,20,1
16227,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,20,1
16228,70,242,50.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,21,1
16229,70,43,9.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,21,1
16230,70,34,0.30,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,21,1
16231,70,7,0.25,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,21,1
16232,70,71,0.40,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,21,1
16233,70,49,40.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,21,1
16234,70,12,5.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,21,1
16235,70,38,30.00,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,21,1
16236,70,11,0.50,"Krem o smaku waniliowym","300",23.8.2012 00:00:00,21,1
16237,70,242,50.00,"Krem o smaku waniliowym","300",16.1.2023 00:00:00,22,1
16238,70,43,9.00,"Krem o smaku waniliowym","300",16.1.2023 00:00:00,22,1
16239,70,34,0.30,"Krem o smaku waniliowym","300",16.1.2023 00:00:00,22,1
16240,70,7,0.25,"Krem o smaku waniliowym","300",16.1.2023 00:00:00,22,1
16241,70,71,0.40,"Krem o smaku waniliowym","300",16.1.2023 00:00:00,22,1
16242,70,49,40.00,"Krem o smaku waniliowym","300",16.1.2023 00:00:00,22,1
16243,70,12,5.00,"Krem o smaku waniliowym","300",16.1.2023 00:00:00,22,1
16244,70,38,30.00,"Krem o smaku waniliowym","300",16.1.2023 00:00:00,22,1
16245,70,11,0.50,"Krem o smaku waniliowym","300",16.1.2023 00:00:00,22,1
16246,76,286,58.50,"Krem maślany","324",13.1.2014 00:00:00,1,1
16247,76,78,29.30,"Krem maślany","324",13.1.2014 00:00:00,1,1
16248,76,36,0.50,"Krem maślany","324",13.1.2014 00:00:00,1,1
16249,76,110,9.40,"Krem maślany","324",13.1.2014 00:00:00,1,1
16250,76,116,2.30,"Krem maślany","324",13.1.2014 00:00:00,1,1
16251,76,286,58.50,"Krem maślany","324",24.10.2014 00:00:00,2,1
16252,76,78,29.30,"Krem maślany","324",24.10.2014 00:00:00,2,1
16253,76,36,0.50,"Krem maślany","324",24.10.2014 00:00:00,2,1
16254,76,110,9.40,"Krem maślany","324",24.10.2014 00:00:00,2,1
16255,76,116,2.30,"Krem maślany","324",24.10.2014 00:00:00,2,1
16256,76,286,58.50,"Krem maślany","324",24.10.2014 00:00:00,3,1
16257,76,78,29.30,"Krem maślany","324",24.10.2014 00:00:00,3,1
16258,76,36,0.50,"Krem maślany","324",24.10.2014 00:00:00,3,1
16259,76,110,9.40,"Krem maślany","324",24.10.2014 00:00:00,3,1
16260,76,116,2.30,"Krem maślany","324",24.10.2014 00:00:00,3,1
16261,76,286,58.50,"Krem maślany","324",24.10.2014 00:00:00,4,1
16262,76,78,29.30,"Krem maślany","324",24.10.2014 00:00:00,4,1
16263,76,36,0.50,"Krem maślany","324",24.10.2014 00:00:00,4,1
16264,76,110,9.40,"Krem maślany","324",24.10.2014 00:00:00,4,1
16265,76,116,2.30,"Krem maślany","324",24.10.2014 00:00:00,4,1
16266,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,5,1
16267,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,5,1
16268,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,5,1
16269,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,5,1
16270,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,5,1
16271,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,6,1
16272,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,6,1
16273,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,6,1
16274,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,6,1
16275,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,6,1
16276,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,7,1
16277,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,7,1
16278,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,7,1
16279,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,7,1
16280,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,7,1
16281,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,8,1
16282,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,8,1
16283,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,8,1
16284,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,8,1
16285,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,8,1
16286,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,9,1
16287,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,9,1
16288,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,9,1
16289,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,9,1
16290,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,9,1
16291,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,10,1
16292,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,10,1
16293,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,10,1
16294,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,10,1
16295,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,10,1
16296,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,11,1
16297,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,11,1
16298,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,11,1
16299,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,11,1
16300,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,11,1
16301,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,12,1
16302,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,12,1
16303,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,12,1
16304,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,12,1
16305,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,12,1
16306,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,13,1
16307,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,13,1
16308,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,13,1
16309,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,13,1
16310,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,13,1
16311,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,14,1
16312,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,14,1
16313,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,14,1
16314,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,14,1
16315,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,14,1
16316,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,15,1
16317,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,15,1
16318,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,15,1
16319,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,15,1
16320,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,15,1
16321,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,16,1
16322,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,16,1
16323,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,16,1
16324,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,16,1
16325,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,16,1
16326,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,17,1
16327,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,17,1
16328,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,17,1
16329,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,17,1
16330,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,17,1
16331,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,18,1
16332,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,18,1
16333,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,18,1
16334,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,18,1
16335,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,18,1
16336,76,78,29.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,19,1
16337,76,36,0.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,19,1
16338,76,110,9.40,"Krem maślany Celebration","324",6.5.2016 00:00:00,19,1
16339,76,116,2.30,"Krem maślany Celebration","324",6.5.2016 00:00:00,19,1
16340,76,49,58.50,"Krem maślany Celebration","324",6.5.2016 00:00:00,19,1
16341,91,193,10.00,"Różowa polewa do dekoracji","333",10.2.2014 00:00:00,1,1
16342,91,313,0.01,"Różowa polewa do dekoracji","333",10.2.2014 00:00:00,1,1
16343,91,193,10.00,"Różowa polewa do dekoracji","333",26.2.2015 00:00:00,2,1
16344,91,313,0.02,"Różowa polewa do dekoracji","333",26.2.2015 00:00:00,2,1
16345,91,193,10.00,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,3,1
16346,91,313,0.01,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,3,1
16347,91,193,10.00,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,4,1
16348,91,313,0.01,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,4,1
16349,91,193,10.00,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,5,1
16350,91,313,0.01,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,5,1
16351,91,193,10.00,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,6,1
16352,91,313,0.01,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,6,1
16353,91,193,10.00,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,7,1
16354,91,313,0.01,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,7,1
16355,91,193,10.00,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,8,1
16356,91,313,0.01,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,8,1
16357,91,193,10.00,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,9,1
16358,91,313,0.01,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,9,1
16359,91,193,10.00,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,10,1
16360,91,313,0.01,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,10,1
16361,91,193,10.00,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,11,1
16362,91,313,0.01,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,11,1
16363,91,193,10.00,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,12,1
16364,91,313,0.01,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,12,1
16365,91,193,10.00,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,13,1
16366,91,313,0.01,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,13,1
16367,91,193,10.00,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,14,1
16368,91,313,0.01,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,14,1
16369,91,193,10.00,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,15,1
16370,91,313,0.01,"Różowa polewa do dekoracji","333",16.10.2015 00:00:00,15,1
16371,157,193,3.00,"Polewa czerwona","394",21.7.2014 00:00:00,1,1
16372,157,384,0.12,"Polewa czerwona","394",21.7.2014 00:00:00,1,1
16373,157,193,3.00,"Polewa czerwona","394",21.7.2014 00:00:00,2,1
16374,157,384,0.12,"Polewa czerwona","394",21.7.2014 00:00:00,2,1
16375,157,193,3.00,"Polewa czerwona","394",21.7.2014 00:00:00,3,1
16376,157,384,0.12,"Polewa czerwona","394",21.7.2014 00:00:00,3,1
16377,157,193,3.00,"Polewa czerwona","394",21.7.2014 00:00:00,4,1
16378,157,384,0.12,"Polewa czerwona","394",21.7.2014 00:00:00,4,1
16379,157,193,3.00,"Polewa czerwona","394",21.7.2014 00:00:00,5,1
16380,157,384,0.12,"Polewa czerwona","394",21.7.2014 00:00:00,5,1
16381,157,193,3.00,"Polewa czerwona","394",21.7.2014 00:00:00,6,1
16382,157,384,0.12,"Polewa czerwona","394",21.7.2014 00:00:00,6,1
16383,157,193,3.00,"Polewa czerwona","394",21.7.2014 00:00:00,7,1
16384,157,384,0.12,"Polewa czerwona","394",21.7.2014 00:00:00,7,1
16385,157,193,3.00,"Polewa czerwona","394",21.7.2014 00:00:00,8,1
16386,157,384,0.12,"Polewa czerwona","394",21.7.2014 00:00:00,8,1
16387,157,193,3.00,"Polewa czerwona","394",21.7.2014 00:00:00,9,1
16388,157,384,0.12,"Polewa czerwona","394",21.7.2014 00:00:00,9,1
16389,157,193,3.00,"Polewa czerwona","394",21.7.2014 00:00:00,10,1
16390,157,384,0.12,"Polewa czerwona","394",21.7.2014 00:00:00,10,1
16391,157,193,3.00,"Polewa czerwona","394",21.7.2014 00:00:00,11,1
16392,157,384,0.12,"Polewa czerwona","394",21.7.2014 00:00:00,11,1
16393,157,193,3.00,"Polewa czerwona","394",21.7.2014 00:00:00,12,1
16394,157,384,0.12,"Polewa czerwona","394",21.7.2014 00:00:00,12,1
16395,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,1,1
16396,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,1,1
16397,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,2,1
16398,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,2,1
16399,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,3,1
16400,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,3,1
16401,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,4,1
16402,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,4,1
16403,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,5,1
16404,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,5,1
16405,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,6,1
16406,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,6,1
16407,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,7,1
16408,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,7,1
16409,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,8,1
16410,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,8,1
16411,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,9,1
16412,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,9,1
16413,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,10,1
16414,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,10,1
16415,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,11,1
16416,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,11,1
16417,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,12,1
16418,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,12,1
16419,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,13,1
16420,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,13,1
16421,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,14,1
16422,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,14,1
16423,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,15,1
16424,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,15,1
16425,158,193,3.00,"Polewa żółta","395",21.7.2014 00:00:00,16,1
16426,158,385,0.06,"Polewa żółta","395",21.7.2014 00:00:00,16,1
16427,159,193,3.00,"Polewa pomarańczowa","396",21.7.2014 00:00:00,1,1
16428,159,384,0.01,"Polewa pomarańczowa","396",21.7.2014 00:00:00,1,1
16429,159,385,0.04,"Polewa pomarańczowa","396",21.7.2014 00:00:00,1,1
