"ID_wyrobu","Opis_wyrobu","Kod FG","Nazwa_wyrobu","Data_wprowadzenia","Indeks CMJ","Waga jednostki netto","ID_rodzaj_wyrobu","Ilosc_w_pudle"
917,"Santa Smash Cake - Morrisons","FG090591","-Santa Smash Celebration Cake (RSPO-MB) Morrisons",8.10.2018 00:00:00,"22M00146",990.00,8,2.00
918,"Ms Molly' Madeira Celebration Cake- TESCO","FG090593","-Ms Molly's Madeira Celebration Cake ( RSPO-MB)- TESCO",29.8.2018 00:00:00,"22M00144",940.00,8,4.00
919,"Ms Molly's Chocolate Celebration Cake - TESCO","FG090556","-Ms Molly's Chocolate Celebration Cake ( RSPO-MB;UTZ-MB) - TESCO",29.8.2018 00:00:00,"22M00143",934.00,8,4.00
922,"8 Caramel Cake Fingers - ROYAL (RSPO-MB)","VO1","-Vores 6 Caramel Sticks - Royal  (RSPO-SG)",13.9.2018 00:00:00,"22C08108",84.00,2,12.00
923,"Ms Molly's Jumbo Chocolate & Vanilla Swiss Roll - TESCO(RSPO-MB)","FG040217","Ms Molly's Jumbo Chocolate & Vanilla Swiss Roll-TESCO(RSPO-SG;RA-MB)",30.8.2018 00:00:00,"22R00018",390.00,3,12.00
924,"Ms Molly's Jumbo Strawberry & Vanilla Swiss Roll -TESCO (RSPO-MB)","FG040216","Ms Molly's Jumbo Strawberry & Vanilla Swiss Roll -TESCO (RSPO-SG)",30.8.2018 00:00:00,"22R00019",390.00,3,12.00
925,"Ms Molly's Raspberry Swiss Roll -TESCO (RSPO-MB)","FG040215","Ms Molly's Raspberry Swiss Roll -TESCO (RSPO-SG)",30.8.2018 00:00:00,"22R00020",195.00,3,12.00
926,"Salling Raspberry & Cream swiss roll - Royal ( RSPO-SG)","V05","-Salling Raspberry & Cream swiss roll - Royal ( RSPO-SG)",6.9.2018 00:00:00,"22R01208",300.00,3,6.00
927,"Salling Cocoa & Cream swiss roll - Royal (RSPO-SG)","V04","-Salling Cocoa & Cream swiss roll - Royal (RSPO-SG)",6.9.2018 00:00:00,"22R01209",300.00,3,6.00
928,"Finton's Cocoa & Cream swiss roll - Royal (RSPO-SG)","B01","-Finton's Cocoa & Cream swiss roll (RSPO-SG) - Royal Dania Netto",6.9.2018 00:00:00,"22R01216",300.00,3,6.00
929,"Finton's Raspberry & Cream swiss roll - Royal (RSPO-SG)","B02","-Finton's Raspberry & Cream swiss roll (RSPO-SG)- Royal Dania Netto",6.9.2018 00:00:00,"22R01215",300.00,3,6.00
930,"Jack's Jumbo Chocolate & Vanilla Swiss Roll ( RSPO-MB)","FG040223","-Jack's Jumbo Chocolate & Vanilla Swiss Roll ( RSPO-SG;UTZ-MB)",10.9.2018 00:00:00,"22R00021",390.00,3,12.00
931,"Jack's Jumbo Strawberry & Vanilla Swiss Roll ( RSPO-MB)","FG040224","-Jack's Jumbo Strawberry & Vanilla Swiss Roll (RSPO-SG)",10.9.2018 00:00:00,"22R00022",390.00,3,12.00
932,"Jack's 6 Assorted Jam Tarts ( RSPO-SG)","FG120230","-Jack's 6 Assorted Jam Tarts ( RSPO-SG)",10.9.2018 00:00:00,"22T00202",180.00,1,12.00
933,"Tesco 6 Assorted Jam Tarts","FG120052","6 Assorted Jam Tarts (RSPO-SG)- TESCO",18.9.2018 00:00:00,"22T00201",180.00,1,12.00
934,"Tesco 6 Lemon Curd Tarts","FG120093","6 Lemon Curd Tarts (RSPO-SG) - TESCO",18.9.2018 00:00:00,"22T00411",180.00,1,12.00
939,"8 Caramel Cake Fingers - (RSPO-MB) - Hoppers","FG220089","8 Caramel Cake Fingers - (RSPO-MB) - Hoppers",8.10.2018 00:00:00,"22C08114",140.00,2,32.00
944,"Cabico- Raspberry flavoured Swiss Roll with Cream Filling","CAB06AJ","Assorted6JamTartsCabico(*12)1.49GBP",26.2.2013 00:00:00,"22T00422",300.00,3,6.00
946,"Bakery Caramel Choco Cake bars -Royal (RSPO-MB)","B03","-Bakery 5 Caramel Choco Cake bars -Royal (RSPO-SG)",11.12.2018 00:00:00,"22C08113",132.00,2,12.00
947,"Bakery White Choco Cake bars -Royal (RSPO-MB)","B04","-Bakery 5 White Choco Cake bars -Royal (RSPO-SG)",13.10.2018 00:00:00,"22C08112",117.00,2,12.00
948,"Bakery 6 Caramel Cake Fingers - ROYAL (RSPO-MB)","BO5","-Bakery 6 Caramel Sticks - Royal  (RSPO-SG)",13.10.2018 00:00:00,"22C08111",84.00,2,12.00
949,"Finest Chocolate, Orange and Ginger Cake (2018) - TESCO","FG090592","-Finest Chocolate, Orange and Ginger Cake  FFTO (2018) - TESCO",11.10.2018 00:00:00,"22M00154",980.00,8,1.00
951,"Happy Birthday Cubes Chocolate Cake -TESCO","FG090513","-Happy Birthday Cubes Chocolate Cake -TESCO  (RSPO-SG;RA-MB)",18.10.2018 00:00:00,"22C00103",660.40,2,2.00
952,"Lidl Favorina HD Dundee Malta 800g *8 (RSPO-MB)","FG140768","-Favorina HD Dundee  (2018)- LIDLMalta 800g -(RSPO-MB)- LIDL",19.10.2018 00:00:00,"22M00147",800.00,9,8.00
953,"Princess Tiara Cake With Silver Sparkle - TESCO Europa","TCE006","-Princess Tiara Cake With Silver Sparkle - TESCO Europa",23.10.2018 00:00:00,"22M0012, 22M0013, 22M0014, 22M0015",1200.00,8,2.00
954,"Luxury AOI (Stencil) 1000g ( 2018)- Lidl","FG140771","-Luxury AOI (Stencil) Malta 1000g ( 2018)- Lidl",22.6.2018 00:00:00,"22M00148",1000.00,9,6.00
955,"Luxury Rich Fruit Round 907g(2018) - Lidl","FG140770","-Luxury Rich Fruit Round 907g Malta (2018) - Lidl",23.8.2018 00:00:00,"22M00149",907.00,9,8.00
956,"Favorina Iced Bar 400g (2018)- Lidl","FG140767","-Favorina Iced Bar 400g  Malta (2018)- Lidl",16.7.2018 00:00:00,"22N00010",400.00,9,12.00
957,"Favorina TIR (Holly Leaves) 907g ( 2018) -Lidl","FG140769","-Favorina TIR (Holly Leaves) 907g Malta ( 2018) -Lidl",19.7.2018 00:00:00,"22M00150",907.00,9,12.00
958,"Holly Lane Robin Cake - Aldi","FG140764","-Holly Lane Robin Cake (2018)- Aldi",24.10.2018 00:00:00,"22M00151",776.00,8,4.00
961,"6 Easter Cubes ( RSPO-MB; UTZ-MB) (2019)- TESCO","FG090597","-6 Easter Cubes ( RSPO-MB; UTZ-MB) (2019)- TESCO",8.3.2019 00:00:00,"22C00134",283.00,2,8.00
962,"2 Heart Chocolate Cubes (RSPO-MB) (2019) - TESCO","FG090595","-2 Valentine's Chocolate Cake Cubes (RSPO-MB; UTZ-MB) (2019) - TESCO",14.1.2019 00:00:00,"22C00129",91.50,2,16.00
963,,"FG090594","-Santa Smash Celebration Cake 2018(RSPO-MB) Morrisons",23.11.2018 00:00:00,"22M00155",990.60,8,2.00
964,"8 Caramel Fingers GK009 (RSPO-MB)- HOPPE","GK009","-8 Caramel Fingers GK009 (RSPO-MB)- HOPPE",11.12.2018 00:00:00,"22C08115",112.00,2,12.00
965,"Raspberry mini rolls with pink deco stripes DK001(RSPO-SG)","DK001","6 Raspberry mini rolls with pink deco stripes DK001(RSPO-SG)",11.12.2018 00:00:00,"22C20049",150.00,2,12.00
966,"Finest Lemon Swiss Gateau ( L-8) ( RSPO-MB) ( UTZ-MB)- TESCO","FG090598","-Finest Lemon Swiss Gateau ( L-8) ( RSPO-MB) ( UTZ-MB)- TESCO",1.3.2019 00:00:00,"22M00156",821.00,8,2.00
975,"10 Chocolate mini rolls ( RSPO-MB) - Aldi","FG030262","-10 Chocolate mini rolls ( RSPO-MB) - Aldi Australia",29.5.2019 00:00:00,"22C08059",260.00,2,12.00
977,"4 Mother's Day Cubes				 (RSPO-MB) (2019)- TESCO","FG090596","-4 Mother's Day Cubes				 (RSPO-MB; UTZ-MB) (2019)- TESCO",8.3.2019 00:00:00,"22C00135",179.00,2,12.00
978,"Strawberry Jumbo Swiss Roll (RSPO-MB)- Morrisons","FG040233","Strawberry Jumbo Swiss Roll (RSPO-SG)- Morrisons",24.5.2019 00:00:00,"22R00112",390.00,3,12.00
979,"Chocolate Jumbo Swiss Roll (RSPOSG)- Morrisons","FG040232","Chocolate Jumbo Swiss Roll (RSPO-SG)- Morrisons",24.5.2019 00:00:00,"22R00113",390.00,3,12.00
980,"Male Catepillar (RSPO-MB) - Morrison's","FG090601","-Millie The Catepillar Cake (RSPO-MB) - Morrisons",13.5.2019 00:00:00,"22C08117",623.01,2,6.00
981,"Morris The Catepillar Cake(RSPO-MB) - Morrison's","FG090600","-Morris The Catepillar Cake(RSPO-MB) - Morrisons",13.5.2019 00:00:00,"22C08118",622.30,2,6.00
983,"8 Chocolate Nom Noms","FG220076","-8 Chocolate Nom Noms (RSPO-MB)- Hoppers/Iceland",23.1.2019 00:00:00,"22C080",130.00,2,12.00
984,"SIWC 8 Caramel Cake Fingers - (RSPO-MB)","FG220090","-8 Caramel Cake Fingers - (RSPO-MB)-Hoppers/Iceland",28.1.2019 00:00:00,"22C080",140.00,2,18.00
987,"Cocoa & Cream (Swiss Rolls) Aldi","RD01","-Royal Cocoa&Cream (Swiss Rolls)-Aldi Dania  (RSPO-SG)",25.6.2019 00:00:00,"22R01219",300.00,3,6.00
988,"Raspberry& Cream (Swiss Rolls) Aldi","RD02","-Royal Raspberry& Cream (Swiss Rolls) -Aldi Dania (RSPO-SG)",25.6.2019 00:00:00,"22R01220",300.00,3,6.00
990,"12 Extra Special Mini Minice Pies (2019) - ASDA","FG020270","-12 Extra Special Mini Minice Pies (2019) - ASDA",3.7.2019 00:00:00,"22T10024",243.60,1,12.00
991,"12 Finest Mini Mince Pies (2019) - TESCO","FG020209","-Finest 12 Mini Mince Pies (2019) - TESCO",7.6.2019 00:00:00,"22T10021",243.60,1,12.00
993,"Princess TiaraCakeWithSilverSparkle*2 - TCE006CZ","TCE006","-PrincessTiaraCakeWithSilverSparkle*2 - TCE006CZ",23.10.2018 00:00:00,"22M00113",1200.00,8,2.00
994,"Princess TiaraCakeWithSilverSparkle*2 - TCE006HU","TCE006","-PrincessTiaraCakeWithSilverSparkle*2 - TCE006HU",23.10.2018 00:00:00,"22M00115",1200.00,8,2.00
995,"Princess TiaraCakeWithSilverSparkle*2 - TCE006SK","TCE006","-PrincessTiaraCakeWithSilverSparkle*2 - TCE006SK",23.10.2018 00:00:00,"22M00114",1200.00,8,2.00
996,"Princess TiaraCakeWithSilverSparkle*2 - TCE006SPL","TCE006","-PrincessTiaraCakeWithSilverSparkle*2 - TCE006PL",23.10.2018 00:00:00,"22M00112",1200.00,8,2.00
997,"PJ Mask Traybake (RSPO-MB) - Asda","FG080054","-PJ Mask Traybake (RSPO-MB) - Asda",29.3.2019 00:00:00,"22S00008",766.00,7,2.00
1000,"6 Assorted Jam Tarts ( RSPO-SG) - ALDI","FG120233","6 Assorted Jam Tarts ( RSPO-SG) - ALDI",8.4.2019 00:00:00,"22T10143",172.00,1,12.00
1001,"Bakery Cocoa & Cream swiss roll - Royal (RSPO-SG)","B06","Bakery Cocoa & Cream swiss roll (RSPO-SG) - Royal Szewcja Netto",26.3.2019 00:00:00,"22R01217",300.00,3,6.00
1002,"Bakery Raspberry & Cream swiss roll - Royal (RSPO-SG) Szwecja Netto","B07","Bakery Raspberry & Cream swiss roll (RSPO-SG) -ROYAL Szwecja Netto",26.3.2019 00:00:00,"22R01218",300.00,3,6.00
1003,"Iced Bar (2019) 400g (RSPO-MB)- Coop","FG140776","- Iced Bar (2019) 400g (RSPO-MB)- Co-op",31.7.2019 00:00:00,"22N00007",400.00,9,12.00
1006,"MIX Celebration  Cake (RSPO-MB) 9''-ALDI","FG090599","-MIX Celebration  Cake (RSPO-MB) 9''-ALDI",24.4.2019 00:00:00,"22M00157",900.00,8,4.00
1007,"Finest AOI Cake 907g (RSPO-MB) 2019 - TESCO","FG140677","- Finest AOI Cake 907g (RSPO-MB) 2019 - TESCO",25.7.2019 00:00:00,"22M00126",907.00,9,4.00
1008,"Mandemakers 5 Strawberry MR white deco (RSPO-SG) - HOPPE","MA001","Mandemakers 5 Strawberry MR white deco MA001 (RSPO-SG)",17.6.2019 00:00:00,"22C20033",125.00,2,12.00
1009,"Core Mini gift cake ( RSPO-MB) 2019 - ASDA","FG140777","- Core Mini gift cake ( RSPO-MB) 2019 - ASDA",22.7.2019 00:00:00,"22M00158",150.00,9,12.00
1010,"Finest Iced Bar 400g ( RSPO-MB) 2019- TESCO","FG140715","-Finest Iced Bar 400g ( RSPO-MB) 2019- TESCO",1.7.2019 00:00:00,"22N00001",400.00,9,12.00
1011,"Finest Rich Fruit Round Cake 800g 2019- TESCO","FG140713","-Finest Rich Fruit Round Cake 800g (2019)- TESCO",19.7.2019 00:00:00,"22M00099",820.00,9,12.00
1012,"JS Mini gift (2019) 150g RSPO-MB- Sainsbury's","FG140778","-JS Mini gift (2019) 150g RSPO-MB- Sainsbury's",20.8.2019 00:00:00,"22M00159",150.00,9,12.00
1013,"M&S 6 Vegan Mince Pies (RSPO-MB)","FG020281","-M&S 6 Vegan Mince Pies (RSPO-MB)",4.7.2019 00:00:00,"22T10144",280.00,1,18.00
1014,"Finest Mini Gift Cake (2019) 150g (RSPO-MB) - TESCO","FG140714","-Finest Mini Gift Cake (2019) 150g (RSPO-MB) - TESCO",12.7.2019 00:00:00,"22M00101",150.00,9,12.00
1015,"Finest 9 Mini Selection (RSPO-MB) 2019- TESCO","FG120225","-Finest 9 Mini Selection (RSPO-MB) 2019- TESCO",13.11.2019 00:00:00,"22T10038",169.00,1,12.00
1016,"5 Reindeer Mini Rolls (2019) (RSPO-MB, UTZ-MB)- TESCO","FG030263","-5 Reindeer Mini Rolls (2019) (RSPO-MB, UTZ-MB)- TESCO",13.11.2019 00:00:00,"22C08069",142.00,2,12.00
1017,"Yule Log (2019)(RSPO-MB; UTZ-MB) - TESCO","FG040235","-Yule Log (2019)(RSPO-MB; UTZ-MB) - TESCO",28.8.2019 00:00:00,"22C08048",260.00,2,12.00
1018,"Standard Mini Gift (2019) (RSPO-MB) 150g - TESCO","FG140693","-Standard Mini Gift (2019) (RSPO-MB) 150g - TESCO",23.7.2019 00:00:00,"22M00067",150.00,9,12.00
1021,"Royal Strawberry &Vanilla Cream Swiss Roll 200g","RS02","Royal Strawberry &Vanilla Cream Swiss Roll 200g(RSPO-SG) ROYAL Szwecja",19.7.2019 00:00:00,"22R01227",200.00,3,9.00
1022,"Royal Raspberry &Vanilla Cream Swiss Roll 200g","RS01","Royal Raspberry &Vanilla Cream Swiss Roll 200g-(RSPO-SG) ROYAL Szwecja",19.7.2019 00:00:00,"22R01228",200.00,3,9.00
1023,"Royal Cocoa &Vanilla Cream Swiss Roll 200g - Royal Szwecja","RS04","Royal Cocoa &Vanilla Cream Swiss Roll- 200g( RSPO-SG) - ROYAL Szwecja",19.7.2019 00:00:00,"22R01226",200.00,3,9.00
1024,"Royal Double Chocolate  Swiss Roll 200g- (RSPO-SG)- Royal Szwecja","RS03","Royal Double Chocolate  Swiss Roll 200g- (RSPO-SG)- ROYAL Szwecja",19.7.2019 00:00:00,"22R01225",200.00,3,9.00
1025,"9 Mini Mince Pies (2019)- Co-op","FG020274","-9 Mini Mince Pies (2019)- Co-op",22.8.2019 00:00:00,"22T10040",188.00,1,12.00
1026,"Standard Iced Bar (2019) 400g - Iceland","FG140779","-Standard Iced Bar (2019) 400g - Iceland",25.7.2019 00:00:00,"22N00003",400.00,9,12.00
1027,"Standard 8 Chocolate Swirly Bites (2019) (RSPO-MB; UTZ-MB)- TESCO","FG090518","-Standard 8 Chocolate Swirly Bites (2019) (RSPO-MB; UTZ-MB)- TESCO",27.8.2019 00:00:00,"22C00110",151.20,2,12.00
1028,"Yule Log (2019) - Iceland","FG040234","-Yule Log (2019) - ICELAND",19.9.2019 00:00:00,"22C08058",250.00,2,6.00
1029,"Favorina TIR (Holly Leaves) Cake 907g (2019)(RSPO-MB)- LIDL","FG140729","-Favorina TIR (Holly Leaves) Cake 907g (2019) (RSPO-MB)- LIDL Cypr",18.9.2019 00:00:00,"22M00097",907.00,9,12.00
1030,"Standard Mini Gift (2019) 150g- ICELAND","FG140782","-Standard Mini Gift (2019) 150g- ICELAND",27.8.2019 00:00:00,"22M00161",150.00,9,12.00
1034,"Holly Lane TIR Cake( Holly Leaves) (2019) 907g -ALDI","FG140760","-Holly Lane TIR Cake (Holly Leaves)(2019)(RSPO-MB)907g -ALDI",28.5.2019 00:00:00,"22M00142",907.00,9,12.00
1035,"Standard AOI (2019) 907g- Co-op","FG140775","-Standard AOI Triple Holly Leaves Cake (2019) 907g(RSPO-MB)- Co-op",9.7.2019 00:00:00,"22M00133",907.00,9,6.00
1036,"Standard TIR Cake (2019) 907g - ICELAND","FG140755","-Standard TIR Cake (2019) 907g - ICELAND",27.8.2019 00:00:00,"22M00095",907.00,9,12.00
1037,"Mini Gift Cake (Holly Leaves) (2019) 150g (RSPO-MB) - Morrison's","FG140781","-Mini Gift Cake (Holly Leaves) (2019) 138g (RSPO-MB) - Morrisons",25.7.2019 00:00:00,"22M00160",138.00,9,12.00
1038,"Holly Line Iced Bar (2019) 400g- ALDI","FG140759","-Holly Lane Iced Bar (2019)( RSPO-MB) 400g- ALDI",28.5.2019 00:00:00,"22N00009",400.00,9,12.00
1039,"Luxury Iced Bar (2019) 400g - Iceland","FG140780","-Luxury Iced Bar (2019) 400g - Iceland",25.7.2019 00:00:00,"22N00002",400.00,9,12.00
1040,"5 Raspberry Mini Rolls (RSPO-SG; RA-MB) - ALDI","FG030265","5 Raspberry Mini Rolls (RSPO-SG;RA-MB) - ALDI",6.9.2019 00:00:00,"22C08049",135.00,2,12.00
1041,"Male Catepillar Cake (RSPO-MB) - ALDI","FG090602","-Male Catepillar Cake (RSPO-MB;UTZ-MB) - ALDI BREXIT",6.9.2019 00:00:00,"22C08119",625.00,2,6.00
1042,"Luxury AOI (2019) - ICELAND","FG140758","-Luxury AOI (2019) - ICELAND",4.7.2019 00:00:00,"22M00128",1000.00,9,4.00
1045,"MIX Holly Lane 	Mini Gift 150g (2019) RSPO-MB- Aldi","FG140763","-MIX Holly Lane 	Mini Gift 150g (2019) RSPO-MB- Aldi",26.8.2019 00:00:00,"22M00141",150.00,9,24.00
1047,"6 Luxury Mince Pies (2019)- LIDL","FG020278","-6 Luxury Mince Pies (2019)- LIDL",26.7.2019 00:00:00,"22T10145",396.00,1,15.00
1048,"12 Luxury Mini Mince Pies (2019) - LIDL","FG020240","-12 Luxury Mini Mince Pies (2019) - LIDL",19.7.2019 00:00:00,"22T10018",225.00,1,12.00
1049,"9 Luxury Mini Selection Pack (2019) (UTZ-MB)- LIDL","FG020256","-9 Luxury Mini Selection Pack (2019) (UTZ-MB)- LIDL",10.10.2019 00:00:00,"22T10039",164.13,1,15.00
1050,"Favorina TIR (Holly Leaves) Cake 907g (2019)(RSPO-MB)- LIDL","FG140718","-Favorina TIR (Holly Leaves) Cake 907g (2019)(RSPO-MB)- LIDL",25.7.2019 00:00:00,"22M00096",907.00,9,12.00
1055,"Luxury Wow Cake (Crackled Star) 1500g (2019) (RSPO-MB) -LIDL","FG140719","-Luxury Wow Cake (Crackled Star)1500g (2019) (RSPO-MB) -LIDL",9.10.2019 00:00:00,"22M00134",1500.00,9,4.00
1056,"Luxury Rich Fruit  Round Cake 907g (2019)- LIDL","FG140738","-Luxury Rich Fruit  Round Cake 907g (2019)- LIDL",5.9.2019 00:00:00,"22M00127",907.00,9,8.00
1057,"Chocolate Wow Cake (Bauble) (2019)- LIDL","FG090603","-Chocolate Wow Cake (Bauble) (2019)(RSPO-MB, UTZ-MB) LIDL",6.11.2019 00:00:00,"22M00164",820.00,8,4.00
1058,"Luxury Iced Bar 400g (2019) RSPO-MB- LIDL","FG140717","-Luxury Iced Bar 400g (2019) RSPO-MB- LIDL",23.8.2019 00:00:00,"22N00004",400.00,9,12.00
1059,"Favorina Iced Bar 400g (2019)- LIDL","FG140740","-Favorina Iced Bar 400g (2019) RSPO-MB- LIDL",23.8.2019 00:00:00,"22N00006",400.00,9,12.00
1060,"5 Penguins Chocolate Mini Rolls (2019)-(RSPO-MB)- ASDA","FG030266","-5 Penguins Chocolate Mini Rolls (2019)(RSPO-MB)- ASDA",18.11.2019 00:00:00,"22C08047",156.00,2,12.00
1061,"Finest FFTO Cake 1.3kg TESCO","FG140785","-Finest FFTO Cake 1300g (2019)- RSPO-MB- TESCO",7.11.2019 00:00:00,"22M00165",1300.00,9,1.00
1062,"Luxury AOI (Stencil) 1000g ( 2019)- Lidl Malta","FG140771","-MIX Luxury AOI (Stencil)1000g( 2019) RSPO-MB- LIDL Malta",1.9.2019 00:00:00,"22M00148",1000.00,9,6.00
1064,"Favorina Iced Bar 400g (2019)- Lidl","FG140767","-Favorina Iced Bar 400g (2019)RSPO-MB- LIDL Malta",1.9.2019 00:00:00,"22N00010",400.00,9,12.00
1065,"Luxury AOI (Stencil) 1000g ( 2019)- Lidl","FG140716","-MIX Luxury AOI Stencil Cake 1000g (2019)(RSPO-MB)- LIDL",1.9.2019 00:00:00,"22M00124",1000.00,9,6.00
1066,"6 Luxury Mince Pies (2019)- LIDL Malta","FG020264","-6 Luxury Mince Pies (2019)- LIDL Malta",24.10.2019 00:00:00,"22T10146",396.00,1,15.00
1067,"Luxury AOI (Stencil) 1000g ( 2019)- Lidl Cypr","FG140784","-Luxury AOI (Stencil) 1000g ( 2019) RSPO-MB- LIDL Cypr",1.9.2019 00:00:00,"22M00163",1000.00,9,6.00
1068,"MIX Favorina Mini Gift Cake 150g(2019) - RSPO-MB LIDL","FG140783","-MIX Favorina Mini Gift Cake 150g(2019) - RSPO-MB LIDL",19.9.2019 00:00:00,"22M00162",150.00,9,12.00
1073,"12 Luxury Mini Mince Pies (2019) - LIDL Cypr","FG020278","-12 Luxury Mini Mince Pies (2019) - LIDL Cypr",10.10.2019 00:00:00,"22T10010",225.00,1,12.00
1074,"Favorina TIR Cake 907g (2019)(RSPO-MB)- LIDL Malta","FG140769","-Favorina TIR  Cake 907g (2019)(RSPO-MB)- LIDL Malta",10.10.2019 00:00:00,"22M00150",907.00,9,12.00
1075,"12 Luxury Mini Mince Pies (2019) - LIDL Malta","FG020280","-12 Luxury Mini Mince Pies (2019) - LIDL Malta",24.10.2019 00:00:00,"22T10009",225.00,1,12.00
1077,"Roladki Truskawkowe z kremem o smaku waniliowym z dekoracją GK010","GK010","6 Strawberry Mini Rolls with dark deco stripes GK010 (RSPO-SG)",29.11.2019 00:00:00,"22C20035",150.00,2,12.00
1078,"Mini roladki z kremem o smaku jogurtowym i nadzieniem wiśniowym z białą dekoracją GK011","GK011","6 Yoghurt Mini Rolls with white deco stripes GK011 (RSPO-SG)",29.11.2019 00:00:00,"22C20036",150.00,6,12.00
1079,"Roladki z kremem o smaku śmietankowym w czekoladzie z białą dekoracją","VOS05","6 Choco Cakerolletjes VOS05 (RSPO-MB)",29.11.2019 00:00:00,"22C20037",150.00,2,12.00
1080,"Roladka truskawkowa z kremem waniliowym, dekorowana polewą kakaową","VOS04","6 Strawberry mini rolls chocolate decostripes VOS04 (RSPO-SG).",29.11.2019 00:00:00,"22C20034",150.00,2,12.00
1081,"Ms Molly' Madeira Celebration Cake- TESCO","FG090606","-Ms Molly's Madeira Celebration Cake (RSPO-SG)- TESCO",7.1.2020 00:00:00,"22M00167",940.00,8,6.00
1082,"Ms Molly's Chocolate Celebration Cake - TESCO","FG090605","-Ms Molly's Chocolate Celebration Cake (RSPO-SG;RA-MB) - TESCO",7.1.2020 00:00:00,"22M00166",934.00,8,6.00
1083,"6 Easter Cubes ( RSPO-MB; UTZ-MB) (2020)- TESCO","FG090597","-6 Easter Cubes ( RSPO-MB; UTZ-MB) (2020)- TESCO",9.1.2020 00:00:00,"22C00134",283.00,2,8.00
1084,"2 Heart Chocolate Cubes (RSPO-MB; UTZ-MB) (2020) - TESCO","FG090595","-2 Valentine's Chocolate Cake Cubes (RSPO-MB; UTZ-MB) (2020) - TESCO",9.1.2020 00:00:00,"22C00129",91.50,2,16.00
1086,"Floral Cake (RSPO-SG; RA-MB)- TESCO","FG090607","-Rose Bouquet Madeira Cake (RSPO-SG;RA-MB)- TESCO",21.4.2020 00:00:00,"22M00168",1085.00,8,2.00
1087,"MIX Jaffa & Double Chocolate Cake Bars (RSPO-MB)- ALDI","FG220092","-MIX Jaffa & Double Chocolate Cake Bars (RSPO-MB)- ALDI",29.6.2020 00:00:00,"22C08120",133.00,2,28.00
1091,"Say it with Cake  Party Cubes - Morrisons (RSPO-SG)","FG090537","Say it with Cake 15 Party Cubes (RSPO-SG)- Morrisons",6.5.2020 00:00:00,"22C00125",664.00,2,2.00
1092,"Standard AOI (2020) 907g- Co-op","FG140786","-Standard AOI Triple Holly Leaves Cake (2020) 907g(RSPO-SG)- Co-op",14.7.2020 00:00:00,"22M00133",907.00,9,6.00
1094,"Iced Bar (2020) 400g - Coop","FG140787","-Iced Bar 400g (2020)(RSPO-SG)- Co-op",9.7.2020 00:00:00,"22N00007",400.00,9,12.00
1096,"Finest 12 Mini Mince Pies (2020) -TESCO","FG020209","-Finest 12 Mini Mince Pies (2020)(RSPO-MB) -TESCO - MROŻONE",9.6.2020 00:00:00,"22T10021",243.60,1,12.00
1097,"12 Finest Mini Mince Pies (2020) - TESCO","FG020209","-Finest 12 Mini Mince Pies (2020)(RSPO-MB - TESCO - ŚWIEŻE",17.7.2020 00:00:00,"22T10021",243.60,1,12.00
1098,"12 Extra Special Mini Minice Pies (2020) - ASDA","FG020287","-12 Extra Special Mini Minice Pies (2020)(RSPO-MB) - ASDA",9.6.2020 00:00:00,"22T10024",246.00,1,12.00
1101,"Happy Birthday Cubes Chocolate Cake","FG090604","Happy Birthday Cubes Chocolate Cake (RSPO-SG;RA-MB) ASDA",25.3.2020 00:00:00,"22C00138",663.00,2,2.00
1102,"MIX Holly Lane 	Mini Gift 150g (2209) RSPO-MB- Aldi","FG140794","-MIX Holly Lane 	Mini Gift 150g (2020) RSPO-MB- Aldi",3.8.2020 00:00:00,"22M00141",150.00,9,24.00
1105,"Holly Line Iced Bar (2020) 400g- ALDI","FG140793","-Holly Lane Iced Bar (2020)( RSPO-MB) 400g- ALDI",1.6.2020 00:00:00,"22N00009",400.00,9,12.00
1106,"Holly Lane TIR Cake( Holly Leaves) (2020) 907g -ALDI","FG140795","-Holly Lane TIR Cake(Holly Leaves) 2020 (RSPO-MB)907g -ALDI",2.7.2020 00:00:00,"22M00142",907.00,9,9.00
1107,"Luxury AOI (2020) - ICELAND","FG140791","-Luxury AOI (2020) PLU 59760 - Iceland",3.9.2020 00:00:00,"22M00128",1000.00,9,4.00
1109,"Standard TIR Cake (2020) 907g - ICELAND","FG140789","-Standard TIR Cake (2020) PLU 59759 907g - Iceland",6.8.2020 00:00:00,"22M00095",907.00,9,12.00
1110,"Standard Iced Bar (2020) 400g - Iceland","FG140788","-Standard Iced Bar (2020) PLU 59762 400g - Iceland",22.7.2020 00:00:00,"22N00003",400.00,9,12.00
1111,"Luxury Rich Fruit Round (2020) 800g","FG140792","-Luxury Rich Fruit Round (2020) PLU 79980 800g - Iceland",8.9.2020 00:00:00,"22M00171",800.00,9,8.00
1113,"Standard Mini Gift (2020) (RSPO-MB) 150g - TESCO","FG140693","-Standard Mini Gift (2020) (RSPO-MB) 150g - TESCO",14.7.2020 00:00:00,"22M00067",150.00,9,12.00
1114,"Core Mini gift cake ( RSPO-MB) 2020 - ASDA","FG140777","-Core Mini gift cake ( RSPO-MB) 2020 - ASDA",16.7.2020 00:00:00,"22M00158",150.00,9,12.00
1115,"JS Mini gift (2020) 150g RSPO-SG- Sainsbury's","FG140778","-JS Mini gift 150g (RSPO-MB) 2020- Sainsbury's",16.7.2020 00:00:00,"22M00159",150.00,9,12.00
