"ID_wyrobu","Opis_wyrobu","Kod FG","Nazwa_wyrobu","Data_wprowadzenia","Indeks CMJ","Waga jednostki netto","ID_rodzaj_wyrobu","Ilosc_w_pudle"
431," Morrisons 6 Assorted Jam Tarts","FG120193","6 Assorted Jam Tarts Selection (RSPO-SG) - Morrisons",18.4.2014 00:00:00,"22T00222",184.20,1,12.00
432," Morrisons 6 Strawberry Jam Tarts","FG120192","6 Strawberry Jam Tarts (RSPO-SG) - Morrisons",17.4.2014 00:00:00,"22T00220",184.20,1,12.00
433,"9 Assorted Jam Tarts Bestin","FG120199","-9 Yummi Assorted Jam Tarts Best-in",14.5.2014 00:00:00,"22T00249",270.00,1,12.00
434,"Happy Birthday Cubes Chocolate Cake","FG090491","-Happy Birthday Cubes Chocolate Cake (RSPO-MB)-ASDA",8.4.2014 00:00:00,"22C00102",753.00,2,2.00
436,"Bestin Jumbo Strawberry & Vanilla Swiss Roll","FG040188","-Jumbo Strawberry & Vanilla Swiss Roll - Best-in",15.5.2014 00:00:00,"22R00107",390.00,3,12.00
437,"Bestin Jumbo Chocolate & Vanilla Swiss Roll","FG040189","-Jumbo Chocolate & Vanilla Swiss Roll - Best-in",11.3.2014 00:00:00,"22R00106",390.00,3,12.00
445,"The Mars Ganache Cake","FG090493","-Galaxy Chocolate Cake",16.4.2014 00:00:00,"22M00031",942.00,8,2.00
449,"8 Chocolate Nom Noms","FG220076","-8 Chocolate Nom Noms (RSPO-SG)- Iceland",20.9.2020 00:00:00,"22C08039",135.20,2,12.00
450,"The Ball Pool M&M Cake","FG090487","-Chocolate Celebration Cake M&M's",16.4.2014 00:00:00,"22M00032",890.00,8,2.00
464,"Flying Saucers Chocolate -ASDA","FG210030","-Flying Saucers Chocolate -ASDA",8.5.2014 00:00:00,"22B05013",120.00,5,12.00
466,"Roladka malinowa z kremem waniliowym, dekorowana różową polewą","HOG07","-Raspberry mini rolls with pink deco stripes HOG07 (RSPO-MB)",27.5.2014 00:00:00,"22C20072",150.00,6,12.00
474,"Signature 9 Assorted Mini Mince Pies - Morrisons","FG020204","-Signature 9 Assorted Mini Mince Pies - Morrisons (2014)",5.9.2014 00:00:00,"22T10029",147.00,1,12.00
477,"Standard Decorate your Own - Morrisons","FG140662","-Standard Decorate your Own - Morrisons (2014)",4.6.2014 00:00:00,"22M00040",800.00,8,12.00
647,,"AL-Hof","-MIX Aldente  12 American Mini Tarts (6+6) AT/CH/SLO/IT",31.5.2016 00:00:00,"22T00519",260.00,1,12.00
648,"Back to School Cubes -TESCO Europa","TCE009","-Say it with Cake- Back to School Chocolate Cubes  -TESCO Europa (RSPO-MB)",26.7.2016 00:00:00,"22C00121, 22C00122, 22C00123, 22C00124",312.00,2,4.00
652,"9 Celebration Cubes -  Iceland","FG090540","-Celebration 9 Chocolate Cake Squares (Cubes) -  Iceland (RSPO-MB)",22.9.2016 00:00:00,"22C00128",400.00,2,4.00
653,"Luxury 2 Chocolate Cake Squares (Cubes)","FG090541","-Luxury 2 Chocolate Cake Squares (Cubes) - Iceland (RSPO-MB)",21.9.2016 00:00:00,"22C00127",96.00,2,16.00
654,"3/4 Chocolate & Vanilla Swiss Roll - Iceland (RSPO-MB)","FG040198","-3/4 Chocolate & Vanilla Swiss Roll - Iceland (RSPO-MB)",22.9.2016 00:00:00,"22R00014",320.00,3,12.00
655,"3/4 Raspberry & Vanilla swiss Roll - Iceland (RSPO-MB)","FG040197","-3/4 Raspberry & Vanilla swiss Roll - Iceland (RSPO-MB)",22.9.2016 00:00:00,"22R00015",320.00,3,12.00
656,"8  Chocolate Swirl Bites (2016) -TESCO","FG090518","-8 Chocolate Swirl Bites (2016) - TESCO (RSPO-MB)",4.7.2016 00:00:00,"22C00110",151.20,2,12.00
657,"Say it with Cake- Stan the Chocolate Man -TESCO Europa","TCE001","-Say it with Cake- Stan the Chocolate Man -TESCO Europa (RSPO-MB)",26.7.2016 00:00:00,"22C00113, 22C00114, 22C00115, 22C00116",1425.00,2,2.00
658,"Chocolate Celebration Cake - TESCO Europa","TCE002","-Say it with Cake- Chocolate Indulgence Cake - TESCO Europa",21.7.2016 00:00:00,"22M00108, 22M00077, 22M00080, 22M00083",1025.00,8,2.00
659,"6 Assorted jam tarts  - TESCO Europa","TCE005","-6 Assorted jam tarts  - TESCO Europa (RSPO-MB)",21.7.2016 00:00:00,"22T00412, 22T00413, 22T00414, 22T00415",180.00,1,12.00
660,"Chocolate Cheeky Monkey Cake - TESCO","FG090538","Chocolate Cheeky Monkey Cake - TESCO (RSPO-SG; UTZ-MB)",9.9.2016 00:00:00,"22C00126",1060.00,2,2.00
661,"Favorina Top Iced Round Cake(2016) 900g -LIDL","FG140729","-Standard Favorina Top Iced Round Cake(2016) 907g -LIDL( Cypr) (RSPO-MB)",25.7.2016 00:00:00,"22M00097",907.00,8,12.00
662,"Finest 12 Mini Mince Pies (2016) -TESCO","FG020209","-Finest 12 Mini Mince Pies (2016) -TESCO -mrożone",22.8.2016 00:00:00,"22T10021",243.60,1,12.00
663,"Princess Celebration Cake -Tesco Europa","TCE006","-Princess Celebration Cake -TESCO Europa (2015)",26.7.2016 00:00:00,"22M00086, 22M00088, 22M00090, 22M00092",1222.00,8,2.00
664,"Rose Bouquet Celebration Cake -Tesco Europa","TCE007","-Rose Bouquet Celebration Cake -TESCO  Europa(2015)",26.7.2016 00:00:00,"22M00087, 22M00089, 22M00091, 22M00093",1010.00,8,2.00
666,"Biszkopty Victoria Sponge","VS0001","-Biszkopty Victoria Sponge - BBF",15.9.2016 00:00:00,"22B05014",500.00,5,6.00
674,"Princess Celebration Cake(2016) TESCO","FG090521","-Princess Celebration Cake-TESCO",23.8.2018 00:00:00,"22M00111",1206.00,8,2.00
675,"Rose Bouquet Celebration Cake (2016) TESCO","FG090520","-Rose Bouquet Celebration Cake(RSPO-MB;UTZ-MB) - TESCO",17.10.2016 00:00:00,"22M00106",1072.00,8,2.00
676,"Happy Birthday Cubes Chocolate Cake (2016) -TESCO  (RSPO-MB)","FG090513","-Happy Birthday Cubes Chocolate Cake -TESCO  (RSPO-MB)",1.10.2016 00:00:00,"22C00103",735.00,2,2.00
677,"Say it with Cake  Party Cubes - Morrisons (RSPO-MB)","FG090537","-Say it with Cake 15 Party Cubes (RSPO-MB) - Morrisons",29.8.2016 00:00:00,"22C00125",754.00,2,2.00
681,"Rose Bouquet Celebration Cake (2016) TESCO Europa","TCE007","-Rose Bouquet Celebration Cake -TESCO Europa",12.10.2016 00:00:00,"22M00107, 22M00108, 22M00109, 22M00110",1072.00,8,2.00
682,"Princess Celebration Cake(2016) TESCO Europa","TCE006","-Princess Celebration Cake- TESCO Europa",12.10.2016 00:00:00,"22M00112, 22M00113, 22M00114, 22M00115",1206.00,8,2.00
683,"2 Valentine Cubes - TESCO (RSPO-MB)","FG090542","-2 Heart Chocolate Cubes - TESCO (RSPO-MB)",9.1.2017 00:00:00,"22C00129",105.00,8,16.00
684,"Finest AOI Tree (2016) 907g -TESCO Europa","TCE010","-Finest AOI Tree (2016) 907g -TESCO Europa",7.11.2016 00:00:00,"22M00116, 22M00117, 22M00118, 22M00119",907.00,8,4.00
685,"4 kostki biszkoptowe z kermem oblane czekoadą z","FG090543","-4 Chocolate Cubes (Mother's Day) -TESCO (RSPO-MB)",9.2.2017 00:00:00,"22C00135",196.00,8,12.00
687,"Chocolate Cheeky Monkey Cake - TESCO","TCE012","-Chocolate Cheeky Monkey Cake - TESCO Europa (RSPO-MB)",10.1.2017 00:00:00,"22C00130, 22C00131, 22C00132, 22C00133",1000.00,2,2.00
688,"6 Easter Cubes -TESCO (RSPO-MB)","FG090544","-6 Easter  Chocolate Cake Cubes -TESCO (RSPO-MB)",14.3.2017 00:00:00,"22C00134",317.00,8,8.00
696,"6 Strawberry Jam Tarts -Tesco Europa","TCE011","-6 Strawberry Jam Tarts -Tesco Europa (RSPO-MB)",20.1.2017 00:00:00,"22T00416, 22T00417, 22T00418, 22T00419",180.00,1,12.00
697,"Simnel Cake-Iceland (RSPO-MB)","FG140734","-Simnel Cake-Iceland (RSPO-MB)",13.2.2017 00:00:00,"22N00005",400.00,8,12.00
699,"SIWC 8 Caramel Cake Fingers - (RSPO-MB)","FG090546","-SIWC 8 Caramel Cake Fingers - (RSPO-MB)",26.5.2017 00:00:00,"22C08088",140.00,2,16.00
700,"2 Caramel Cake Fingers -TESCO (RSPO-MB);","FG090545","-2 Caramel Cake Fingers -TESCO (RSPO-MB)",29.5.2017 00:00:00,"22C08087",28.00,2,20.00
701,"Triple Chocolate Swiss Roll ( RSPO-MB)","FG040201","-Triple Chocolate Swiss Roll - ALDI ( RSPO-SG;UTZ-MB)",1.6.2017 00:00:00,"22C08078",270.00,2,12.00
704,"MIX Titan & Dreemy Cake Bars ALDI (RSPO-MB)","FG220086","-MIX Titan & Dreemy Cake Bars ALDI (RSPO-MB)",2.6.2017 00:00:00,"22C08089",137.75,2,28.00
705,"Roladka truskawkowa z kremem waniliowym, dekorowana polewą kakaową","VOS03","6 Strawberry mini rolls chocolate decostripes VOS03 (RSPO-MB).",22.3.2017 00:00:00,"22C20029",150.00,2,12.00
706,"6 Assorted Jam Tarts -Cabico ( RSPO-SG)","CAB030","ROYAL 6 Assorted Jam Tarts -Cabico (RSPO-SG)",26.2.2018 00:00:00,"22T00421",180.00,1,12.00
708,"Chocolate Celebration Cake -Iceland","FG090549","-Chocolate Celebration Cake (RSPO-MB) -Iceland",26.6.2017 00:00:00,"22M00121",1015.00,8,4.00
709,"Biszkopy waniliowe - 120g - Marbo","MAR002","-Biszkopy waniliowe - 120g - Marbo",6.4.2017 00:00:00,"21B00503",120.00,5,20.00
710,"Catepillar Cake (RSPO-MB) - Iceland","FG090548","-Celebration Catepillar Cake (L8)(RSPO-MB) - Iceland",26.6.2017 00:00:00,"22C08079",540.00,2,6.00
716,"Standard Iced Bar (2017) -400g (RSPO-MB)-Iceland","FG140745","-Standard Iced Bar (2017) -400g (RSPO-MB)-Iceland",1.9.2017 00:00:00,"22N00003",400.00,8,12.00
717,"Luxury Iced Bar Lines(2017) 400g  (RSPO-MB)-Iceland","FG140748","-Luxury Iced Bar Lines(2017) 400g  (RSPO-MB)-Iceland",4.9.2017 00:00:00,"22N00002",400.00,8,12.00
718,"Standard TIR Christmas Tree Cake(2017) 900g (RSPO-MB)- Iceland","FG140746","-Standard TIR Christmas Tree Cake(-) 900g (RSPO-MB)- Iceland",31.8.2017 00:00:00,"22M00095",900.00,8,12.00
719,"Luxury AOI Christmas Tree Cake (2017) 1000g (RSPO-MB)- Iceland","FG140747","-Luxury AOI Christmas Tree Cake (2017) 1000g (RSPO-MB)- Iceland",31.8.2017 00:00:00,"22M00128",1000.00,8,4.00
720,"Standard Mini Gift Cake (2017)150g (RSPO-MB)- Iceland","FG090552","-Standard Mini Gift Cake (2017)150g (RSPO-MB)- Iceland",30.8.2017 00:00:00,"22M00094",150.00,8,24.00
721,"Favorina Iced Bar (2017) 400g (RSPO-MB)-Lidl","FG140740","-Favorina Iced Bar (2017) 400g (RSPO-MB)-Lidl",10.7.2017 00:00:00,"22N00006",400.00,8,12.00
722,,"FG140717","-Luxury Iced Bar Holly Leaves (2017) 400g (RSPO-MB) -Lidl",12.7.2017 00:00:00,"22N00004",400.00,8,12.00
723,"Favorina TIR Holly Leaves Cake (2017) 907g (RSPO-MB)- Lidl","FG140718","-Favorina TIR Holly Leaves Cake (2017) 907g (RSPO-MB)- Lidl",13.7.2017 00:00:00,"22M00096",907.00,8,12.00
724,,"FG140739, FG140743, FG140744","-Favorina HD Dundee Cake 800g (2017) 800g - Lidl UK",18.8.2017 00:00:00,"22M00129, 22M00130, 22M00131",800.00,8,8.00
725,"Luxury Rich Fruit Round Cake (2017) 907g (RSPO-MB)- Lidl","FG140738","-Luxury Rich Fruit Round Cake (2017) 907g (RSPO-MB)- Lidl",14.7.2017 00:00:00,"22M00127",907.00,8,8.00
726,"Luxury AOI Stencil Cake (2017) 1000g (RSPO-MB)- Lidl","FG140716","-Luxury AOI Stencil Cake MIX (2017) 1000g (RSPO-MB)- Lidl",7.7.2017 00:00:00,"22M00124",1000.00,8,6.00
727,"Lidl Luxury AOI 2 -Tier Cake 1.5kg (wow)Lidl L","FG140719","-Luxury AOI 2 -Tier Cake WOW (2017) 1500g (RSPO-MB)-Lidl",25.10.2017 00:00:00,"22M00134",1500.00,8,4.00
728,"Standard Mini Gift Cake (2017) 150g(RSPO-MB)-TESCO","FG140693","-Standard Mini Gift Cake (2017) 150g(RSPO-MB)-TESCO",5.7.2017 00:00:00,"22M00067",150.00,8,12.00
729,"Finest Mini Gift Cake (2017) 150g(RSPO-MB)- TESCO","FG140714","-Finest Mini Gift Cake (2017) 150g(RSPO-MB)- TESCO",7.7.2017 00:00:00,"22M00101",150.00,8,12.00
730,"Finest  AOI Triple Holly Cake (2017)  907g (RSPO-MB) -TESCO","FG140677","-Finest  AOI Triple Holly Cake (2017)  907g (RSPO-MB) -TESCO",24.8.2017 00:00:00,"22M00126",907.00,8,4.00
731,"Finest Jawelled Cake (2017) 750g - TESCO","FG140741","-Finest Jewelled Cake (2017) 750g - TESCO",4.9.2017 00:00:00,"22M00132",750.00,8,4.00
732,,"FG140713","-Finest Rich Fruit Round Cake (2017) 800g- TESCO",17.7.2017 00:00:00,"22M00099",800.00,8,12.00
733,"Standard Royal Iced Cake (2017)  1000g- TESCO","FG140736","-Standard Royal Iced Cake (2017)  1000g- TESCO",19.7.2017 00:00:00,"22M00125",1000.00,8,4.00
734,"Finest Special Delivery Cake (Wow) (2017) 1500g (RSPO-MB)- TESCO","FG140742","-Finest Special Delivery Cake (Wow) (2017) 1500g (RSPO-MB)- TESCO",26.10.2017 00:00:00,"22M00136",1500.00,8,1.00
735,"Standard 8 Chocolate Swirly Bites (2017) (RSPO-MB)- TESCO","FG090518","-Standard 8 Chocolate Swirly Bites (2017) (RSPO-MB)- TESCO",15.9.2017 00:00:00,"22C00110",151.20,8,12.00
736,"Finest 9 Mini Festive selection Tarts (2017) - TESCO","FG120225","-Finest 9 Mini Festive selection Tarts (2017) - TESCO",15.11.2017 00:00:00,"22T10038",161.00,1,12.00
737,"Finest 12 Mini Mince Pies (2017) - TESCO","FG020209","-Finest 12 Mini Mince Pies (2017) - TESCO",5.7.2017 00:00:00,"22T10021",243.60,1,12.00
738,"12 ES Mini Mince Pies (2017) - ASDA","FG020244","-12 ES Mini Mince Pies (2017) - ASDA",14.9.2017 00:00:00,"22T10024",243.60,1,12.00
739,"Snow Scene Madeira Cake 580g (RSPO-MB)- Iceland","FG140749","-Snow Scene Madeira Cake 580g ( 2017) (RSPO-MB)- Iceland",28.11.2017 00:00:00,"22M00137",580.00,8,4.00
740,"Luxury Chocolate Yule Log (2017) 330g (RSPO-MB)- Iceland","FG040203","-Luxury Chocolate Yule Log (2017) 330g (RSPO-MB)- Iceland",26.10.2017 00:00:00,"22C08096",330.00,2,6.00
741,"Luxury 12 Mini Mince Pies (2017) - Lidl","FG020240","-Luxury 12 Mini Mince Pies (2017) - Lidl",30.6.2017 00:00:00,"22T10018",225.00,1,12.00
743,"Finest Iced Bar Snowflake (2017)400g (RSPO-MB)- TESCO","FG140715","-Finest Iced Bar Snowflake (2017)400g (RSPO-MB)- TESCO",5.7.2017 00:00:00,"22N00001",400.00,8,12.00
747,"BYO Chocolate Stackable Xmas Tree cake","FG090550","-BYO Chocolate Stackable Xmas Tree cake (2017)(RSPO-MB) -TESCO",30.10.2017 00:00:00,"22C08097",606.51,2,2.00
748,"12 POKEMON Chocolate Bites (RSPO-MB) - TESCO","FG220087","-12 POKEMON Chocolate Bites (RSPO-MB) - TESCO",4.9.2017 00:00:00,"22C00098",202.80,2,12.00
750,"SIWC Caramel Cake Fingers - TESCO Europa (RSPO-MB)","TCE015","-SIWC Caramel Cake Fingers - TESCO Europa (RSPO-MB)",26.2.2018 00:00:00,"22C08092, 22C08093, 22C08094, 22C08095",140.00,2,16.00
753,"Mini Gift Cake (RSPO-MB) (2017) -LIDL","FG090553","-Mini Gift Cake (RSPO-MB) (2017) -LIDL",26.10.2017 00:00:00,"22M00135",150.00,8,12.00
767,"SIWC 15 Birthday Cubes (RSPO-MB) - Sainsbury","FG090551","-SIWC 15 Birthday Cubes (L-8)(RSPO-MB) - Sainsbury",20.7.2017 00:00:00,"22C00136",744.00,2,2.00
769,"Standard Iced Bar (2017) 400g (RSPO-MB)- CO OP","FG140750","-Standard Iced Bar (2017) 400g (RSPO-MB)- CO-OP",24.8.2017 00:00:00,"22N00007",400.00,8,12.00
772,"Raspberry Swiss Roll  (RSPO-MB) - One Stop","FG040202","-Raspberry Swiss Roll  (RSPO-MB) - One Stop",23.10.2017 00:00:00,"22R00016",195.00,3,12.00
773,"Finest 12 Mini Mince Pies (2017) - TESCO","FG020209","-Finest 12 Mini Mince Pies (2017) - TESCO MROŻONE",6.9.2017 00:00:00,"22T10021",243.60,1,12.00
777,"Cabico- Raspberry flavoured Swiss Roll with Cream Filling","CAB029","RoladaCabicoRasp&Cream(6*300g)1,79GBP",26.2.2013 00:00:00,"22R01221",300.00,3,6.00
778,"Cabico- Strawberry flavoured Swiss Roll with Cream Filling","CAB027","RoladaCabicoStraw&Cream(6*300g)1,79GBP",26.2.2013 00:00:00,"22R01222",300.00,3,6.00
779,"Cabico- Lemon flavoured Swiss Roll with Cream Filling","CAB028","RoladaCabicoLemon&Cream(6*300g)1,79GBP",26.2.2013 00:00:00,"22R01223",300.00,3,6.00
780,"Cabico- Chocolate flavoured Swiss Roll with Vanilla Cream Filling","CAB026","RoladaCabicoCocoa&Cream(6*300g)1,79GBP",26.2.2013 00:00:00,"22R01224",300.00,3,6.00
781,,"FG140739","-Lidl Favorina HD Dundee 800g *8 (RSPO-MB)",18.8.2017 00:00:00,"22M00129",800.00,8,8.00
782,,"FG140743","-Lidl Favorina HD Dundee Cypr 800g *8 (RSPO-MB)",18.8.2017 00:00:00,"22M00130",800.00,8,8.00
783,,"FG140744","-Lidl Favorina HD Dundee Austria 800g *8 (RSPO-MB)",18.8.2017 00:00:00,"22M00131",800.00,8,8.00
784,"6 Assorted jam tarts  - TESCO Europa","TCE005","Tesco6AssortedJT*12-TCE005PL(RSPO-MB)",21.7.2016 00:00:00,"22T00412",180.00,1,12.00
785,"6 Assorted jam tarts  - TESCO Europa","TCE005","Tesco6AssortedJT*12-TCE005CZ(RSPO-MB)",21.7.2016 00:00:00,"22T00413",180.00,1,12.00
786,"6 Assorted jam tarts  - TESCO Europa","TCE005","Tesco6AssortedJT*12-TCE005SK(RSPO-MB)",21.7.2016 00:00:00,"22T00414",180.00,1,12.00
787,"6 Assorted jam tarts  - TESCO Europa","TCE005","Tesco6AssortedJT*12-TCE005HU(RSPO-MB)",21.7.2016 00:00:00,"22T00415",180.00,1,12.00
788,"6 Strawberry Jam Tarts -Tesco Europa","TCE011","6StrawberryJamTarts*12PL(RSPO-MB)",20.1.2017 00:00:00,"22T00416",180.00,1,12.00
789,"6 Strawberry Jam Tarts -Tesco Europa","TCE011","6StrawberryJamTarts*12CZ(RSPO-MB)",20.1.2017 00:00:00,"22T00417",180.00,1,12.00
790,"6 Strawberry Jam Tarts -Tesco Europa","TCE011","6StrawberryJamTarts*12SK(RSPO-MB)",20.1.2017 00:00:00,"22T00418",180.00,1,12.00
791,"6 Strawberry Jam Tarts -Tesco Europa","TCE011","6StrawberryJamTarts*12HU(RSPO-MB)",20.1.2017 00:00:00,"22T00419",180.00,1,12.00
792,"Chocolate Cheeky Monkey Cake - TESCO","TCE012","TescoChocolateCheekyMonkey*2PL",10.1.2017 00:00:00,"22C00130",1000.00,2,2.00
793,"Chocolate Cheeky Monkey Cake - TESCO","TCE012","TescoChocolateCheekyMonkey*2CZ",10.1.2017 00:00:00,"22C00131",1000.00,2,2.00
794,"Chocolate Cheeky Monkey Cake - TESCO","TCE012","TescoChocolateCheekyMonkey*2SK",10.1.2017 00:00:00,"22C00132",1000.00,2,2.00
795,"Chocolate Cheeky Monkey Cake - TESCO","TCE012","TescoChocolateCheekyMonkey*2HU",10.1.2017 00:00:00,"22C00133",1000.00,2,2.00
796,"Chocolate Celebration Cake - TESCO Europa","TCE002","SIWC-Choc.Celeb.Cake*2-TCE002PL(RSPO-MB)",21.7.2016 00:00:00,"22M00074",1025.00,8,2.00
797,"Chocolate Celebration Cake - TESCO Europa","TCE002","SIWC-Choc.Celeb.Cake*2-TCE002CZ(RSPO-MB)",21.7.2016 00:00:00,"22M00077",1025.00,8,2.00
798,"Chocolate Celebration Cake - TESCO Europa","TCE002","SIWC-Choc.Celeb.Cake*2-TCE002SK(RSPO-MB)",21.7.2016 00:00:00,"22M00080",1025.00,8,2.00
799,"Chocolate Celebration Cake - TESCO Europa","TCE002","SIWC-Choc.Celeb.Cake*2-TCE002HU(RSPO-MB)",21.7.2016 00:00:00,"22M00083",1025.00,8,2.00
800,"Rose Bouquet Celebration Cake (2016) TESCO Europa","TCE007","RoseBouquetCakeNew*2-TCE007PL",12.10.2016 00:00:00,"22M00107",1072.00,8,2.00
801,"Rose Bouquet Celebration Cake (2016) TESCO Europa","TCE007","RoseBouquetCakeNew*2-TCE007CZ",12.10.2016 00:00:00,"22M00108",1072.00,8,2.00
802,"Rose Bouquet Celebration Cake (2016) TESCO Europa","TCE007","RoseBouquetCakeNew*2-TCE007SK",12.10.2016 00:00:00,"22M00109",1072.00,8,2.00
803,"Rose Bouquet Celebration Cake (2016) TESCO Europa","TCE007","RoseBouquetCakeNew*2-TCE007HU",12.10.2016 00:00:00,"22M00110",1072.00,8,2.00
804,"Princess Celebration Cake(2016) TESCO Europa","TCE006","-PrincessTiaraCakeNew*2-TCE006PL",12.10.2016 00:00:00,"22M00112",1206.00,8,2.00
805,"Princess Celebration Cake(2016) TESCO Europa","TCE006","PrincessTiaraCakeNew*2-TCE006CZ",12.10.2016 00:00:00,"22M00113",1206.00,8,2.00
806,"Princess Celebration Cake(2016) TESCO Europa","TCE006","PrincessTiaraCakeNew*2-TCE006SK",12.10.2016 00:00:00,"22M00114",1206.00,8,2.00
807,"Princess Celebration Cake(2016) TESCO Europa","TCE006","PrincessTiaraCakeNew*2-TCE006HU",12.10.2016 00:00:00,"22M00115",1206.00,8,2.00
873,"Chocolate Celebration Cake -Iceland Plam Free","FG090549","-Chocolate Celebration Cake (Palm Free) -Iceland",16.4.2018 00:00:00,"22M00121",950.00,8,4.00
877,"12 Extra Special Mini Minice Pies (2018) - ASDA","FG020261","-12 Extra Special Mini Minice Pies (2018) - ASDA",17.8.2018 00:00:00,"22T10024",270.00,1,12.00
878,"6 ES Mince Pies (2018)-  (RSPO-MB) ASDA","FG020262","-6 Extra Special Mince Pies (2018)-ASDA",17.8.2018 00:00:00,"22T10142",387.00,1,15.00
881,"Standard Royal Iced Cake (2018)  907g- TESCO","FG140736","-Standard Royal Iced Cake 907g(2018) - TESCO",20.6.2018 00:00:00,"22M00125",907.00,9,4.00
882,,"FG140765","-Standard AOI (Holly Leaves) 907g (2018) (RSPO-MB)- Co-op",31.8.2018 00:00:00,"22M00133",907.00,8,6.00
883,"Standard 8 Chocolate Swirly Bites ( 2018) - TESCO ( RSPO-MB)","FG090518","-Standard 8 Chocolate Swirly Bites ( 2018) - TESCO ( RSPO-MB)",20.9.2018 00:00:00,"22C00110",151.20,2,12.00
884,"Luxury Iced Bar( Lines) 400g (2018) - Iceland","FG140757","-Luxury Iced Bar( Lines) 400g (2018) - Iceland",22.8.2018 00:00:00,"22N00002",400.00,9,12.00
885,"Standard Iced Bar 400g (2018)- Iceland","FG140754","-Standard Iced Bar 400g (2018)- Iceland",23.8.2018 00:00:00,"22N00003",400.00,9,12.00
886,"Standard Mini Gift 150g (2018) - Iceland","FG140756","-Standard Mini Gift 150g (2018) - Iceland",28.8.2018 00:00:00,"22M00094",150.00,9,24.00
887,"Luxury AOI (Xmas Tree) 1000g (2018) - Iceland","FG140758","-Luxury AOI (Xmas Tree) 1000g (2018) - Iceland",27.8.2018 00:00:00,"22M00128",1000.00,9,4.00
888,"Standard TIR (Reindeer) 900g (2018)-  Iceland","FG140755","-Standard TIR (Reindeer) 900g (2018)-  Iceland",4.9.2018 00:00:00,"22M00095",900.00,9,12.00
889,"Favorina Iced Bar 400g (2018)- Lidl","FG140740","-Favorina Iced Bar 400g (2018)- Lidl",16.7.2018 00:00:00,"22N00006",400.00,9,12.00
890,"Luxury Iced Bar (Holly Leaves) 400g (2018)- Lidl","FG140717","-Luxury Iced Bar (Holly Leaves) 400g (2018)- Lidl",18.7.2018 00:00:00,"22N00004",400.00,9,12.00
891,"Favorina HD Dundee 800g (2018) - Lidl","FG140739","-Favorina HD Dundee 800g (2018) - Lidl",18.7.2018 00:00:00,"22M00129",800.00,9,8.00
892,"Luxury Rich Fruit Round 907g(2018) - Lidl","FG140738","-Luxury Rich Fruit Round 907g(2018) - Lidl",23.8.2018 00:00:00,"22M00127",907.00,9,8.00
893,"Luxury 9 Mini's Selection Pack(2018)( UTZ-MB) - Lidl","FG020256","-Luxury 9 Mini's Selection Pack(2018)( UTZ-MB) - Lidl",15.10.2018 00:00:00,"22T10039",164.00,1,15.00
894,"Luxury 12 Mini Mince Pies (2018) - Lidl","FG020240","-Luxury 12 Mini Mince Pies (2018) - Lidl",16.5.2018 00:00:00,"22T10018",225.00,1,12.00
895,"Luxury 12 Mini Mince Pies (2018) - Iceland","FG020254","-Luxury 12 Mini Mince Pies (2018) - Iceland",31.8.2018 00:00:00,"22T10017",270.00,1,12.00
896,"Standard Yule Log 250g(2018) - Iceland - Palm free","FG040225","-Standard Yule Log 250g(2018) - Iceland",17.9.2018 00:00:00,"22C08058",250.00,2,6.00
897,"Luxury Mini Gift 150g (2018) - Lidl","FG090560","-Luxury Mini Gift 150g (2018) - Lidl",25.6.2018 00:00:00,"22M00135",150.00,9,12.00
898,"Luxury AOI (Stencil) 1000g ( 2018)- Lidl","FG140716","-Luxury AOI (Stencil) 1000g ( 2018)- Lidl",22.6.2018 00:00:00,"22M00124",1000.00,9,6.00
901,"Strawberry mini rolls chocolate deostripes  GK006Z - Hoppe (RSPO-MB)","GK006Z","-6 Strawberry mini rolls chocolate deco stripes  GK006Z- (RSPO-MB)",29.5.2018 00:00:00,"22C20075",150.00,2,12.00
902,"15 Milk Chocolate Happy Birthday Cubes (L-8)(RSPO-SG) - Sainsbury","FG090557","-15 Milk Chocolate Happy Birthday Cubes (L-8)(RSPO-SG) - Sainsbury's",15.6.2018 00:00:00,"22C00136",739.00,2,2.00
906,"Taste the Difference Mini Gift 150g (2018) - Sainsbury's","FG140766","-Taste the Difference Mini Gift 150g (2018) - Sainsbury's",17.9.2018 00:00:00,"22M00145",150.00,9,12.00
907,"Luxury WOW (Village)-1500g (2018)- Lidl","FG140719","-Luxury WOW (Village)-1500g (2018)- Lidl",24.9.2018 00:00:00,"22M00134",1500.00,9,4.00
908,"Princess Tiara Cake  - TESCO","FG090521","-Princess Tiara Cake (RSPO-SG) - TESCO",13.9.2018 00:00:00,"22M00111",1219.00,8,2.00
913,"Finest Chocolate, Orange and Ginger Cake (2018) - TESCO","FG140772","-Finest Chocolate, Orange and Ginger Cake (2018) - TESCO",26.11.2018 00:00:00,"22M00153",980.00,8,2.00
914,"MIX Holly Lane 	Mini Gift 150g (2018) - Aldi","FG140763","-MIX Holly Lane 	Mini Gift 150g (2018) - Aldi (12x12)",12.7.2018 00:00:00,"22M00141",150.00,9,24.00
915,"Finest 12 Mini Mince Pies (2018) -TESCO","FG020209","-Finest 12 Mini Mince Pies (2018) -TESCO",27.6.2018 00:00:00,"22T10021",243.60,1,12.00
